"customer_name","gender","age","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Ted Izacenko","M",64,3,"Librarian","Entertainment","High Net Worth","No",9,"2 Shasta Place","3130","VIC","Australia",10
"Nixie Shoesmith","F",67,45,"Junior Executive","Retail","Affluent Customer","No",12,"77608 Donald Center","4516","QLD","Australia",6
"Briana Trill","F",79,5,"Health Coach III","Health","High Net Worth","No",11,"0433 La Follette Road","2137","NSW","Australia",11
"Cobbie Bruyett","M",67,20,"Associate Professor","Health","Mass Customer","Yes",20,"8593 Prairie Rose Way","2500","NSW","Australia",8
"Wrennie Dwelly","F",83,23,"Operator","Manufacturing","Mass Customer","No",18,"179 Carey Terrace","3020","VIC","Australia",9
"Sibylla Kibble","F",61,73,"Pharmacist","Health","High Net Worth","No",12,"3 Ruskin Hill","2122","NSW","Australia",9
"Kariotta Naper","F",71,8,"VP Sales","Health","Mass Customer","No",21,"87 Crescent Oaks Alley","2756","NSW","Australia",10
"Wylie Huntingdon","M",57,99,"VP Quality Control","Financial Services","Mass Customer","No",15,"08822 Duke Road","2763","NSW","Australia",8
"Lizbeth Garvan","F",27,36,"Structural Analysis Engineer","Health","Mass Customer","No",4,"5 Schurz Street","2141","NSW","Australia",9
"Averil Ackery","M",53,93,"Sales Representative","Retail","Mass Customer","Yes",7,"344 Darwin Junction","2093","NSW","Australia",12
"Myrtie Ostrich","F",27,70,"VP Quality Control","Property","Affluent Customer","Yes",9,"320 Acker Drive","2251","NSW","Australia",7
"Ross Vidgen","M",76,17,"VP Sales","Retail","Affluent Customer","No",12,"2874 Bay Hill","4032","QLD","Australia",9
"Sibby Skinner","F",42,25,"Accountant IV","Manufacturing","Mass Customer","Yes",12,"3 Sunbrook Alley","4178","QLD","Australia",7
"Selle Casper","F",45,98,"Social Worker","Health","Mass Customer","Yes",10,"34 Jay Hill","2880","NSW","Australia",1
"Andrew Froment","M",46,58,"Office Assistant IV","Retail","High Net Worth","No",7,"78 Bluestem Road","3860","VIC","Australia",2
"Maurizia Ritmeyer","F",43,95,"Teacher","Entertainment","Mass Customer","Yes",3,"0 Express Lane","2142","NSW","Australia",6
"Keenan Moriarty","M",29,67,"Actuary","Financial Services","Mass Customer","Yes",2,"077 Hansons Point","4075","QLD","Australia",8
"Davide Senten","M",82,22,"Accounting Assistant II","Manufacturing","Mass Customer","No",11,"23737 Bartillon Street","2171","NSW","Australia",9
"Renie Fiveash","F",31,92,"Occupational Therapist","Health","High Net Worth","No",16,"2 Anniversary Trail","4508","QLD","Australia",4
"Willard Booton","M",85,69,"Clinical Specialist","Health","High Net Worth","Yes",7,"05 Ronald Regan Alley","2121","NSW","Australia",9
"Debby Balmadier","F",31,53,"Administrative Assistant II","Financial Services","Affluent Customer","Yes",5,"738 Spaight Drive","3216","VIC","Australia",8
"Rockie MacKibbon","M",45,42,"Programmer I","Health","Mass Customer","Yes",13,"8 Bunker Hill Court","2298","NSW","Australia",8
"Harvey Dwelley","M",50,70,"Help Desk Technician","Financial Services","Affluent Customer","No",18,"59846 2nd Pass","2077","NSW","Australia",9
"Patrice Pariss","M",69,96,"VP Accounting","Financial Services","Mass Customer","No",9,"3745 Thierer Trail","4078","QLD","Australia",5
"Gardiner Gypps","M",32,91,"VP Product Management","Retail","Mass Customer","Yes",13,"1 Elgar Alley","2166","NSW","Australia",9
"Cathleen Le Teve","F",73,75,"Recruiting Manager","Manufacturing","High Net Worth","No",18,"32834 Caliangt Way","4211","QLD","Australia",3
"Thaddus Joder","M",66,31,"Chemical Engineer","Manufacturing","Mass Customer","No",7,"27185 Fisk Drive","2290","NSW","Australia",8
"Josepha Clamp","F",62,12,"Marketing Manager","Manufacturing","High Net Worth","No",12,"2 Harper Junction","2069","NSW","Australia",12
"Jillane Simion","F",49,8,"VP Marketing","Manufacturing","High Net Worth","No",7,"7 Caliangt Street","4209","QLD","Australia",3
"Lynnell Shoesmith","F",42,44,"Occupational Therapist","Health","High Net Worth","Yes",7,"5331 Ilene Parkway","2560","NSW","Australia",8
"Ferdinand Billie","M",58,97,"Chemical Engineer","Manufacturing","Mass Customer","No",6,"660 Carey Avenue","2759","NSW","Australia",8
"Suzy Bussens","F",50,44,"Senior Cost Accountant","Financial Services","Mass Customer","No",13,"25 Oneill Alley","4102","QLD","Australia",9
"Emeline Vezey","F",70,37,"Dental Hygienist","Health","Affluent Customer","Yes",19,"2 Golden Leaf Parkway","3759","VIC","Australia",7
"Cissiee Baylis","F",72,99,"Cost Accountant","Financial Services","High Net Worth","No",16,"18 Dottie Park","2230","NSW","Australia",11
"Roldan Raybould","M",48,27,"Actuary","Financial Services","Mass Customer","No",11,"85 Badeau Pass","3158","VIC","Australia",8
"Barth Weare","M",77,18,"Clinical Specialist","Health","Mass Customer","Yes",8,"784 Lotheville Court","2541","NSW","Australia",5
"Alta Pithcock","F",24,64,"GIS Technical Architect","Financial Services","Mass Customer","No",2,"57568 Northview Junction","2141","NSW","Australia",7
"Marc Keunemann","M",51,57,"Dental Hygienist","Health","Affluent Customer","Yes",14,"283 Golf View Lane","2747","NSW","Australia",8
"Bertine Smalles","F",40,85,"VP Quality Control","Financial Services","Mass Customer","Yes",9,"7 Johnson Hill","3028","VIC","Australia",8
"Wilbert O'Loughnan","M",40,14,"Paralegal","Financial Services","Mass Customer","Yes",6,"22580 Doe Crossing Drive","4055","QLD","Australia",9
"Seymour Fellibrand","M",52,28,"Structural Analysis Engineer","Financial Services","Affluent Customer","Yes",18,"96081 Lakewood Hill","4650","QLD","Australia",2
"Miran Runchman","F",48,47,"Nurse","Retail","Mass Customer","No",17,"6634 Old Gate Parkway","4304","QLD","Australia",3
"Dorotea Fenwick","F",73,74,"Nurse","Financial Services","High Net Worth","No",12,"72 Lukken Crossing","2016","NSW","Australia",11
"Jenny Massy","F",60,82,"Project Manager","Telecommunications","Mass Customer","Yes",10,"6 Meadow Ridge Pass","2470","NSW","Australia",2
"Hyman Petrolli","M",58,8,"Senior Sales Associate","Financial Services","Affluent Customer","Yes",4,"290 Menomonie Circle","3782","VIC","Australia",7
"Beatrix McGivena","F",57,26,"Assistant Manager","Health","Mass Customer","Yes",9,"6 Sutherland Parkway","4879","QLD","Australia",10
"Nalani Hallad","F",24,15,"Environmental Specialist","Health","Affluent Customer","Yes",9,"1 Oriole Crossing","3184","VIC","Australia",9
"Inglebert Butland","M",57,71,"Actuary","Financial Services","Mass Customer","Yes",7,"51837 Canary Center","2114","NSW","Australia",9
"Brendis Pineaux","M",45,12,"Mechanical Systems Engineer","Manufacturing","Mass Customer","No",5,"43030 Carberry Way","2560","NSW","Australia",4
"Jaimie Lancastle","M",51,71,"VP Marketing","Argiculture","Mass Customer","Yes",5,"0 Bay Drive","2750","NSW","Australia",8
"Glendon Malham","M",58,36,"Web Designer I","Manufacturing","Mass Customer","No",17,"6 Anzinger Pass","3030","VIC","Australia",6
"Calida Schaben","F",54,54,"Recruiting Manager","IT","Mass Customer","Yes",10,"1861 Chive Court","2199","NSW","Australia",9
"Hallsy Voysey","M",53,83,"Business Systems Development Analyst","Manufacturing","Mass Customer","No",16,"9 Westerfield Point","3437","VIC","Australia",9
"Lanny Currall","M",26,37,"Developer IV","Financial Services","High Net Worth","Yes",9,"3 Redwing Center","2209","NSW","Australia",10
"Son Varney","M",30,75,"Analog Circuit Design manager","Property","Mass Customer","Yes",10,"189 Bayside Court","2480","NSW","Australia",7
"Bartram Caltun","M",67,28,"Internal Auditor","Health","Affluent Customer","Yes",12,"174 Farwell Point","2121","NSW","Australia",11
"Halette Borsi","F",62,60,"Research Nurse","Health","Affluent Customer","Yes",16,"356 Pennsylvania Point","2128","NSW","Australia",9
"Killie Densie","M",26,87,"Environmental Tech","IT","Mass Customer","Yes",11,"62 Dryden Junction","2042","NSW","Australia",10
"Mandi Adamsson","F",31,40,"Programmer Analyst I","Manufacturing","Mass Customer","Yes",5,"25 Westerfield Road","4165","QLD","Australia",5
"Kylila Basezzi","F",78,94,"Assistant Manager","Manufacturing","Mass Customer","Yes",9,"64 Armistice Point","4217","QLD","Australia",9
"Yardley Matten","M",32,35,"Junior Executive","Financial Services","Mass Customer","No",15,"74 Everett Court","4408","QLD","Australia",2
"Shepperd Leonards","M",42,17,"Chemical Engineer","Manufacturing","Mass Customer","Yes",5,"38 Nobel Lane","2147","NSW","Australia",9
"Hamel Curzey","M",33,11,"Structural Engineer","Manufacturing","Mass Customer","Yes",9,"6936 Homewood Avenue","4000","QLD","Australia",7
"Fancie Woofendell","F",57,68,"Research Nurse","Health","Mass Customer","Yes",6,"8 Crowley Center","4212","QLD","Australia",7
"Zebulen Emtage","M",60,52,"Senior Developer","Manufacturing","High Net Worth","Yes",17,"44 Ronald Regan Parkway","4352","QLD","Australia",7
"Micheil Fleote","M",48,48,"Civil Engineer","Manufacturing","High Net Worth","No",16,"174 Lotheville Crossing","2093","NSW","Australia",9
"Cecily Faircley","F",76,42,"Accountant IV","IT","Affluent Customer","Yes",19,"8 Bluejay Road","4301","QLD","Australia",1
"Glory Chilcott","F",84,49,"Information Systems Manager","Telecommunications","High Net Worth","No",9,"4286 Rowland Circle","4165","QLD","Australia",5
"Sinclair Wark","M",49,68,"Financial Analyst","Financial Services","Mass Customer","Yes",11,"44 Thompson Center","2134","NSW","Australia",9
"Tomaso Horsley","M",22,97,"Junior Executive","Financial Services","Mass Customer","Yes",10,"70360 Onsgard Plaza","3977","VIC","Australia",6
"Gilli Christophers","F",75,70,"Database Administrator IV","Property","Affluent Customer","Yes",17,"53870 Jay Pass","4575","QLD","Australia",9
"Errick Burgin","M",25,87,"Professor","Entertainment","Mass Customer","No",11,"417 Killdeer Alley","2650","NSW","Australia",2
"Damian Renard","M",47,43,"Software Consultant","Retail","Affluent Customer","No",8,"28 Prentice Trail","2155","NSW","Australia",10
"Agnola Batterson","F",43,86,"Physical Therapy Assistant","Financial Services","Mass Customer","No",7,"216 Bultman Park","4305","QLD","Australia",3
"Riki Wandtke","F",61,25,"Librarian","Entertainment","Mass Customer","Yes",5,"435 Mitchell Street","4115","QLD","Australia",7
"Phyllis Wibberley","F",52,7,"Web Designer IV","Retail","Affluent Customer","No",11,"03 Bellgrove Avenue","2066","NSW","Australia",12
"Burt Vasechkin","M",73,33,"Senior Sales Associate","Retail","Mass Customer","Yes",20,"89100 Rusk Crossing","3338","VIC","Australia",2
"Trudie Phinnessy","F",63,45,"GIS Technical Architect","Financial Services","Mass Customer","Yes",15,"077 Dennis Lane","3030","VIC","Australia",9
"Frederigo Cribbott","M",58,35,"Social Worker","Health","Mass Customer","No",16,"42280 Namekagon Crossing","2140","NSW","Australia",8
"Glenda Eliet","F",49,87,"Quality Control Specialist","Entertainment","Mass Customer","No",12,"1 Fordem Way","3844","VIC","Australia",7
"Darb","M",54,80,"Food Chemist","Health","Affluent Customer","No",10,"780 Bonner Pass","4034","QLD","Australia",5
"Cal Van den Velde","M",27,22,"Senior Sales Associate","Financial Services","Affluent Customer","Yes",6,"77916 Moland Park","3174","VIC","Australia",6
"Stephani Sidsaff","F",50,32,"Senior Quality Engineer","Financial Services","Mass Customer","Yes",6,"00 Southridge Avenue","2036","NSW","Australia",11
"Meade Bampton","M",41,69,"Health Coach III","Health","High Net Worth","No",17,"7870 Stuart Crossing","2090","NSW","Australia",7
"Flore Cashen","F",45,79,"Registered Nurse","Health","High Net Worth","No",17,"4 Vera Pass","2640","NSW","Australia",4
"Petr Westman","M",36,5,"Nurse Practicioner","Property","Mass Customer","No",7,"98454 Dapin Park","4556","QLD","Australia",7
"Yorgos Dewhurst","M",73,6,"Software Consultant","Argiculture","Affluent Customer","No",16,"4 Talmadge Road","4701","QLD","Australia",1
"Simmonds Bapty","M",21,52,"Junior Executive","Financial Services","Affluent Customer","No",8,"47 Susan Park","2025","NSW","Australia",12
"Hagen MacCarter","M",40,93,"Analyst Programmer","Entertainment","Affluent Customer","Yes",15,"7 Ramsey Trail","3172","VIC","Australia",9
"Cazzie Stanwix","M",63,37,"Research Assistant IV","Manufacturing","High Net Worth","Yes",11,"6026 Mallory Drive","4561","QLD","Australia",7
"Geoff Gwillym","M",24,89,"Clinical Specialist","Health","Affluent Customer","No",8,"1 Eliot Plaza","2323","NSW","Australia",4
"Simonette","F",33,4,"VP Product Management","Manufacturing","Affluent Customer","Yes",6,"66 Hoffman Court","2232","NSW","Australia",8
"Deirdre Sturgeon","F",58,11,"VP Sales","Retail","Mass Customer","Yes",9,"7 Sycamore Terrace","2232","NSW","Australia",10
"Andrea Pendle","F",85,86,"Analyst Programmer","Retail","High Net Worth","Yes",13,"31281 Meadow Valley Way","4500","QLD","Australia",6
"Juliann Siemantel","F",76,86,"Librarian","Entertainment","Mass Customer","No",22,"28 Parkside Park","3046","VIC","Australia",8
"Janaye Eade","F",39,23,"Chief Design Engineer","Health","Affluent Customer","No",4,"2782 Northridge Street","2420","NSW","Australia",3
"Dylan Stranio","M",70,47,"Project Manager","Manufacturing","High Net Worth","Yes",9,"3662 Beilfuss Lane","2170","NSW","Australia",8
"Mel Rochford","F",34,11,"Assistant Professor","Retail","Mass Customer","Yes",4,"56334 Vera Crossing","3013","VIC","Australia",9
"Elvin Trayhorn","M",30,46,"VP Accounting","Financial Services","High Net Worth","No",10,"79 Sheridan Point","2231","NSW","Australia",10
"Sonni Milligan","F",35,73,"Budget/Accounting Analyst III","Retail","Mass Customer","Yes",14,"04769 Dahle Plaza","3170","VIC","Australia",9
"Kellina Haygreen","F",57,38,"Librarian","Entertainment","Affluent Customer","No",18,"5731 Bunker Hill Lane","2046","NSW","Australia",10
"Yuma Dennick","M",51,40,"Web Designer I","Manufacturing","Mass Customer","Yes",6,"89244 Macpherson Trail","2528","NSW","Australia",8
"Ashleigh","F",27,46,"Budget/Accounting Analyst III","Manufacturing","Mass Customer","Yes",6,"922 Utah Avenue","3204","VIC","Australia",12
"Therese Brotherhood","F",42,30,"Food Chemist","Health","Mass Customer","No",10,"25044 Bay Avenue","2042","NSW","Australia",10
"Pansie Beccero","F",59,35,"Software Test Engineer I","Financial Services","Affluent Customer","Yes",10,"315 Hudson Road","4818","QLD","Australia",5
"Reinaldos Simmig","M",68,55,"Nurse Practicioner","Manufacturing","High Net Worth","No",8,"6112 Mariners Cove Park","3147","VIC","Australia",10
"Calhoun Mussington","M",31,98,"Dental Hygienist","Health","Mass Customer","No",12,"176 Fallview Plaza","2019","NSW","Australia",9
"Winn Wells","M",29,66,"Analyst Programmer","Manufacturing","Affluent Customer","No",9,"544 Pawling Road","2230","NSW","Australia",10
"Rafi Brettelle","M",67,89,"Operator","Health","High Net Worth","No",6,"11 Brickson Park Alley","2166","NSW","Australia",10
"Fey","F",66,48,"Research Nurse","Health","High Net Worth","Yes",11,"77 Paget Park","3147","VIC","Australia",12
"Verne Loalday","M",41,1,"Marketing Assistant","IT","High Net Worth","No",7,"598 Memorial Place","2082","NSW","Australia",10
"Eleonora Wiszniewski","F",43,49,"Financial Advisor","Financial Services","Affluent Customer","No",9,"6227 Quincy Terrace","4740","QLD","Australia",2
"Fayre Brannigan","F",31,32,"Geological Engineer","Manufacturing","Mass Customer","Yes",9,"31351 Sunbrook Place","2234","NSW","Australia",10
"Eachelle Noirel","F",49,93,"Registered Nurse","Health","Affluent Customer","Yes",11,"80 Schiller Center","2292","NSW","Australia",6
"Carl Troyes","M",50,4,"Associate Professor","Property","Mass Customer","No",7,"1217 Melody Alley","3109","VIC","Australia",10
"Cordie Brankley","F",69,79,"Librarian","Entertainment","High Net Worth","No",18,"46 Westerfield Place","2195","NSW","Australia",6
"Jackie Pays","M",68,21,"Developer I","Health","Mass Customer","No",9,"75024 Ronald Regan Hill","2135","NSW","Australia",12
"Carroll Schlagman","F",72,61,"Clinical Specialist","Health","Affluent Customer","No",13,"15 Fisk Road","2099","NSW","Australia",9
"Frans Idale","M",54,1,"Nurse","Manufacturing","Mass Customer","No",10,"96 Hermina Place","4350","QLD","Australia",2
"Amara Clow","F",57,47,"Biostatistician IV","Financial Services","Mass Customer","Yes",13,"99376 Namekagon Street","3101","VIC","Australia",12
"Anthony Morison","M",85,7,"General Manager","Health","Mass Customer","No",12,"276 Derek Circle","2759","NSW","Australia",9
"Cherye Stanfield","F",42,0,"Environmental Tech","Manufacturing","Affluent Customer","No",13,"56766 Mariners Cove Place","2256","NSW","Australia",9
"Ansell Tolhurst","M",74,77,"Chemical Engineer","Manufacturing","Affluent Customer","No",22,"13 Montana Place","2232","NSW","Australia",10
"Erminie Rabidge","F",41,64,"Executive Secretary","Manufacturing","High Net Worth","No",17,"1969 Melody Lane","2170","NSW","Australia",8
"Rosene Beckey","F",49,25,"Account Executive","Health","Mass Customer","Yes",14,"02463 Portage Center","2107","NSW","Australia",11
"Darlleen Shalcras","F",43,77,"Health Coach I","Health","Mass Customer","No",11,"383 Graceland Avenue","2010","NSW","Australia",10
"Bryon Goundry","M",72,79,"Marketing Manager","Manufacturing","Mass Customer","No",21,"005 Kensington Street","4165","QLD","Australia",5
"Sherwin Minocchi","M",76,71,"Project Manager","Financial Services","Mass Customer","Yes",11,"1 Alpine Crossing","2536","NSW","Australia",8
"Luci Dyter","F",71,12,"Software Test Engineer I","Manufacturing","High Net Worth","No",20,"2 Namekagon Trail","3981","VIC","Australia",7
"Sloan Pudney","M",59,83,"Junior Executive","Financial Services","Affluent Customer","No",16,"6771 Pleasure Terrace","4557","QLD","Australia",9
"Otes Elegood","M",83,67,"Programmer III","Financial Services","High Net Worth","No",21,"2632 Del Mar Point","2226","NSW","Australia",11
"Davie Blay","M",38,94,"Financial Analyst","Financial Services","Mass Customer","No",8,"7021 5th Alley","2770","NSW","Australia",7
"Dorolice Osmon","F",62,46,"Web Designer I","Financial Services","Affluent Customer","No",15,"602 Clove Center","3046","VIC","Australia",6
"Meade McReedy","F",55,94,"Safety Technician IV","Financial Services","Affluent Customer","Yes",9,"04153 Johnson Point","2193","NSW","Australia",10
"Rikki Chaffey","M",78,69,"Chemical Engineer","Manufacturing","Mass Customer","No",20,"9 Spohn Way","4127","QLD","Australia",1
"Adria Van den Velde","F",45,39,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",9,"6030 Becker Plaza","2261","NSW","Australia",7
"Dmitri","M",32,72,"Desktop Support Technician","Financial Services","High Net Worth","Yes",15,"4 Mallory Pass","3690","VIC","Australia",4
"Maddalena Hencke","F",71,61,"Help Desk Operator","Health","High Net Worth","No",22,"64037 Swallow Crossing","4170","QLD","Australia",5
"Rand Winchcum","M",23,34,"Software Consultant","IT","Affluent Customer","No",3,"4594 Jackson Hill","2146","NSW","Australia",7
"Rowen Sollas","M",63,38,"Dental Hygienist","Health","Mass Customer","No",5,"4 Anzinger Street","4556","QLD","Australia",8
"Boothe Hayselden","M",83,42,"Computer Systems Analyst III","Health","Mass Customer","Yes",17,"33 Pond Point","2291","NSW","Australia",10
"Noak Sleany","M",58,1,"Budget/Accounting Analyst I","Financial Services","Affluent Customer","No",17,"1 Roth Plaza","3121","VIC","Australia",10
"Callean Wass","M",35,65,"GIS Technical Architect","Financial Services","Affluent Customer","No",14,"0593 Stoughton Center","3073","VIC","Australia",8
"Keelby Sudlow","M",35,96,"Marketing Assistant","Manufacturing","High Net Worth","No",12,"8042 Cherokee Court","3163","VIC","Australia",8
"Rodrique Vernon","M",45,70,"Budget/Accounting Analyst III","Manufacturing","Affluent Customer","No",17,"5864 Mcbride Trail","3174","VIC","Australia",8
"Brod Attrey","M",57,46,"Budget/Accounting Analyst III","Manufacturing","Mass Customer","Yes",14,"180 Lakewood Park","2194","NSW","Australia",8
"Manny Mandy","M",46,36,"Account Representative III","Argiculture","Mass Customer","No",16,"6 Union Center","4280","QLD","Australia",7
"Becky Lassen","F",50,11,"Sales Associate","Financial Services","Mass Customer","Yes",7,"41153 Pond Park","2251","NSW","Australia",8
"Tessa Heakey","F",52,43,"Senior Financial Analyst","Financial Services","Mass Customer","No",9,"6233 Fulton Point","3337","VIC","Australia",6
"Herbert Henryson","M",28,21,"Marketing Manager","Manufacturing","Mass Customer","No",4,"05123 Bobwhite Plaza","2528","NSW","Australia",9
"Cristie Bence","F",23,49,"Automation Specialist II","Manufacturing","High Net Worth","No",9,"3413 Schmedeman Court","4122","QLD","Australia",8
"Renate Whyte","F",60,60,"Registered Nurse","Health","High Net Worth","Yes",15,"4189 Laurel Center","2620","NSW","Australia",7
"Toma Woolforde","F",31,67,"Cost Accountant","Financial Services","Mass Customer","Yes",5,"76 Melody Avenue","2092","NSW","Australia",12
"Dorie Dunleavy","F",61,24,"Registered Nurse","Health","Affluent Customer","No",12,"1 Mcguire Lane","3356","VIC","Australia",4
"Ellie Toope","F",50,29,"Staff Accountant III","Property","High Net Worth","Yes",4,"8734 Fulton Hill","2156","NSW","Australia",11
"Leonora Swetenham","F",56,66,"Account Executive","IT","Mass Customer","Yes",10,"660 Hallows Place","2026","NSW","Australia",10
"Teodor Mullinder","M",61,56,"Nuclear Power Engineer","Manufacturing","High Net Worth","No",11,"43 Pond Junction","3216","VIC","Australia",5
"Jared Fendlow","M",60,79,"Media Manager II","Financial Services","Mass Customer","No",15,"6195 Bellgrove Lane","4211","QLD","Australia",7
"Monty Thomazin","M",72,7,"Quality Engineer","Retail","Mass Customer","Yes",13,"30738 Muir Avenue","3105","VIC","Australia",10
"Briano Janowski","M",29,66,"Analyst Programmer","Retail","Mass Customer","No",7,"3259 Eagan Parkway","2066","NSW","Australia",8
"Ginger","M",84,94,"Human Resources Manager","Telecommunications","Mass Customer","No",11,"160 Fremont Point","2259","NSW","Australia",8
"Logan Colomb","M",75,74,"Recruiter","Retail","Mass Customer","Yes",19,"266 Lakewood Terrace","2761","NSW","Australia",8
"Nichols Devinn","M",44,47,"Recruiter","Manufacturing","Affluent Customer","No",11,"5280 Waxwing Point","2071","NSW","Australia",12
"Catha Davitt","F",65,79,"Environmental Specialist","Property","High Net Worth","Yes",6,"192 South Junction","2567","NSW","Australia",7
"Melosa McOwan","F",22,25,"Compensation Analyst","Financial Services","Mass Customer","No",12,"900 Victoria Way","2211","NSW","Australia",9
"Maris Leete","F",50,21,"Engineer IV","Retail","Mass Customer","No",7,"06 Main Alley","4300","QLD","Australia",4
"Wilburt Padden","M",29,22,"Engineer I","Manufacturing","Mass Customer","No",3,"22 Muir Avenue","2148","NSW","Australia",5
"Rosabelle Godsmark","F",28,60,"Executive Secretary","Manufacturing","Mass Customer","Yes",3,"4871 Caliangt Hill","4102","QLD","Australia",8
"Guilbert Bearns","M",41,42,"Financial Analyst","Financial Services","Mass Customer","Yes",5,"47776 Packers Street","3226","VIC","Australia",8
"Meridith Urwin","F",26,62,"Registered Nurse","Health","High Net Worth","Yes",10,"535 Graedel Circle","2444","NSW","Australia",7
"Leeland","M",66,66,"VP Quality Control","Telecommunications","High Net Worth","No",12,"9 Stephen Center","4122","QLD","Australia",4
"Gerta Porrett","F",64,46,"Registered Nurse","Health","High Net Worth","No",12,"074 Badeau Crossing","3250","VIC","Australia",2
"Karrah Howell","F",67,63,"Civil Engineer","Manufacturing","Mass Customer","No",17,"4897 Melody Road","2566","NSW","Australia",9
"Alick Baise","M",25,62,"Pharmacist","Health","Mass Customer","Yes",1,"096 Gateway Road","2747","NSW","Australia",8
"Casandra Betteridge","F",81,29,"Cost Accountant","Financial Services","Affluent Customer","Yes",9,"68 Bluestem Center","3166","VIC","Australia",10
"Maurine Clee","F",43,45,"Automation Specialist II","Property","High Net Worth","Yes",5,"6 Maple Plaza","2042","NSW","Australia",10
"Hayes Daveren","M",70,32,"VP Quality Control","Manufacturing","Affluent Customer","Yes",11,"1 Becker Parkway","4350","QLD","Australia",2
"Piper Issacov","F",84,67,"Human Resources Assistant III","Health","Affluent Customer","Yes",22,"52201 Tony Avenue","2088","NSW","Australia",9
"Markus Pendrey","M",64,88,"Clinical Specialist","Health","Affluent Customer","Yes",12,"2382 Anthes Crossing","2153","NSW","Australia",10
"Sile Zappel","F",65,47,"Business Systems Development Analyst","IT","High Net Worth","No",15,"44350 Buell Alley","4018","QLD","Australia",6
"Craggy Happel","M",44,37,"Marketing Manager","Manufacturing","High Net Worth","Yes",8,"23 Del Sol Alley","3064","VIC","Australia",6
"Egor Mariette","M",43,42,"Financial Advisor","Financial Services","Affluent Customer","No",3,"79 Mockingbird Plaza","3163","VIC","Australia",7
"Reinald Bembrigg","M",70,54,"Senior Financial Analyst","Financial Services","Affluent Customer","No",10,"858 Portage Hill","2770","NSW","Australia",7
"Kissie Line","F",23,2,"Environmental Tech","Manufacturing","Affluent Customer","Yes",7,"629 Grasskamp Junction","2200","NSW","Australia",9
"Quentin Gerleit","F",33,32,"Associate Professor","Manufacturing","Mass Customer","No",4,"88 Aberg Circle","3806","VIC","Australia",8
"Karoly Burgoine","M",76,57,"Account Representative IV","Health","High Net Worth","Yes",21,"18 Morning Circle","3012","VIC","Australia",2
"Clarine Piecha","F",59,99,"Dental Hygienist","Health","High Net Worth","No",14,"7523 Eggendart Hill","4151","QLD","Australia",10
"Mycah Beaston","M",62,11,"Environmental Specialist","Financial Services","High Net Worth","Yes",12,"2 Mandrake Street","2221","NSW","Australia",11
"Clemmie Bartoszewicz","F",65,87,"Statistician IV","Financial Services","Mass Customer","No",8,"727 Morrow Parkway","3197","VIC","Australia",9
"Randall Mason","M",49,95,"Product Engineer","Health","Mass Customer","Yes",12,"83497 Memorial Plaza","2570","NSW","Australia",11
"Donica Humby","F",56,47,"Senior Cost Accountant","Financial Services","Mass Customer","No",4,"488 Briar Crest Court","2101","NSW","Australia",12
"Lotty Loach","F",62,76,"Nurse","Health","High Net Worth","Yes",7,"78451 South Street","2380","NSW","Australia",3
"Marie-jeanne Breawood","F",70,37,"Clinical Specialist","Health","High Net Worth","No",8,"6 Prairieview Pass","2770","NSW","Australia",6
"Thorvald Duckerin","M",28,58,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",1,"4 Pine View Junction","3021","VIC","Australia",8
"Paulina Iannuzzelli","F",67,57,"Automation Specialist I","Manufacturing","Mass Customer","No",19,"097 Hollow Ridge Alley","2118","NSW","Australia",11
"Ricki Padefield","M",75,43,"Automation Specialist III","Manufacturing","Affluent Customer","Yes",13,"860 Barby Lane","4275","QLD","Australia",9
"Lizette McKeaveney","F",29,30,"Assistant Manager","Health","High Net Worth","Yes",13,"6412 Butternut Road","2050","NSW","Australia",10
"Muffin Bhar","M",57,44,"Pharmacist","Health","Affluent Customer","No",19,"15 Weeping Birch Crossing","2448","NSW","Australia",4
"Jeno Strafford","M",82,67,"Tax Accountant","Financial Services","High Net Worth","No",7,"891 Sachtjen Hill","4170","QLD","Australia",9
"Brigg Himsworth","M",50,63,"Research Assistant IV","Telecommunications","Mass Customer","Yes",9,"771 Union Crossing","4570","QLD","Australia",6
"Judi Cazereau","F",26,22,"GIS Technical Architect","Retail","Affluent Customer","Yes",13,"22 Farmco Avenue","3851","VIC","Australia",3
"Raleigh Pont","M",59,48,"Associate Professor","Entertainment","Mass Customer","No",14,"7650 Gulseth Parkway","3139","VIC","Australia",7
"Zachariah Meininking","M",85,40,"Cost Accountant","Financial Services","Affluent Customer","Yes",20,"24815 Lindbergh Avenue","2749","NSW","Australia",7
"Lesley Garey","M",29,52,"Software Consultant","Telecommunications","Mass Customer","No",11,"924 Lindbergh Court","2226","NSW","Australia",9
"Adriena Giffin","F",66,27,"Analog Circuit Design manager","Argiculture","Affluent Customer","Yes",5,"1 Manitowish Court","2259","NSW","Australia",9
"Antoinette","F",43,72,"Structural Analysis Engineer","Financial Services","Affluent Customer","No",5,"9 Derek Alley","3058","VIC","Australia",9
"Carr Hopkynson","M",52,64,"Quality Control Specialist","Manufacturing","Affluent Customer","No",16,"5990 Fairfield Pass","2318","NSW","Australia",6
