"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Doll Benedicto","F",61,"3681",90,1962-02-06,"Community Outreach Specialist","Property","Mass Customer","Yes",20
"Mercy Jost","F",61,"2603",44,1962-02-04,"Nurse","Financial Services","High Net Worth","No",11
"Mordy Hedin","M",61,"3570",13,1962-01-31,NA,"Entertainment","Mass Customer","No",7
"Fabe Smallbone","M",61,"2687",67,1962-01-28,"Chemical Engineer","Manufacturing","High Net Worth","Yes",20
"Pren Brangan","M",61,"1514",15,1962-01-16,"Professor",NA,"Mass Customer","No",14
"Eddy Cossans","M",61,"3047",20,1962-01-14,"Speech Pathologist","Retail","Mass Customer","Yes",19
"Titus Worsall","M",61,"3135",83,1962-01-14,"Staff Scientist","Financial Services","Mass Customer","No",16
"Adler Teale","M",61,"3584",95,1962-01-14,NA,"Health","Mass Customer","No",10
"Grange Skillington","M",61,"612",50,1962-01-12,"GIS Technical Architect","Health","Mass Customer","No",14
"Karola Conneely","F",61,"2884",99,1962-01-06,"Assistant Professor",NA,"Mass Customer","No",15
"Kev","M",61,"1746",58,1962-01-05,"Operator","IT","High Net Worth","No",6
"Stavros Goodinson","M",61,"1566",95,1962-01-03,"Executive Secretary","Argiculture","Mass Customer","No",17
"Clarinda Woffinden","F",61,"2216",29,1962-01-02,"Systems Administrator II","Property","High Net Worth","Yes",10
"Cameron Letherbury","M",62,"769",65,1961-12-28,"Analog Circuit Design manager","IT","Mass Customer","No",12
"Marje Kennewell","F",62,"3172",69,1961-12-17,NA,"Retail","Affluent Customer","No",5
"Beryle Qusklay","F",62,"3582",66,1961-12-11,"Media Manager II","Property","Mass Customer","No",17
"Cchaddie Heffron","M",62,"3735",91,1961-12-02,"Senior Quality Engineer","Entertainment","Mass Customer","No",15
"Gelya Gerant","F",62,"292",42,1961-11-24,"VP Product Management",NA,"Affluent Customer","Yes",9
"Vanda Boadby","F",62,"1060",88,1961-11-23,"Associate Professor","Argiculture","Affluent Customer","Yes",13
"Vladimir Morphet","M",62,"1627",44,1961-11-19,"Librarian","Entertainment","Affluent Customer","No",16
"Agathe Weafer","F",62,"2761",78,1961-11-11,"Information Systems Manager","Financial Services","Mass Customer","No",19
"Veda Faill","F",62,"3742",79,1961-11-09,"Editor","Property","High Net Worth","Yes",16
"Linea Kubica","F",62,"3692",47,1961-11-05,"Business Systems Development Analyst",NA,"High Net Worth","Yes",6
"Lauree Shewery","F",62,"2523",28,1961-10-29,"VP Marketing","Financial Services","Mass Customer","Yes",9
"Bethany Jarrell","F",62,"3310",83,1961-10-29,"VP Marketing","Property","Affluent Customer","Yes",12
"Darrick Helleckas","M",62,"30",18,1961-10-18,NA,"IT","Affluent Customer","Yes",6
"Boniface Kivelhan","M",62,"1363",7,1961-10-16,"Associate Professor","Financial Services","Mass Customer","No",18
"Karalee Hosten","F",62,"3781",30,1961-10-16,"Graphic Designer","Retail","Mass Customer","Yes",12
"Marven Ditts","M",62,"3407",53,1961-10-08,"Cost Accountant","Financial Services","High Net Worth","Yes",19
"Talbot","M",62,"4",33,1961-10-03,NA,"IT","Mass Customer","No",7
"Barbie Rubi","F",62,"254",98,1961-09-22,"Information Systems Manager","Retail","Mass Customer","No",14
"Peta Nunes Nabarro","F",62,"3752",67,1961-09-15,"Administrative Assistant I","Argiculture","Affluent Customer","Yes",16
"Kessiah Logg","F",62,"863",19,1961-09-10,"Senior Financial Analyst","Financial Services","Affluent Customer","No",5
"Thaddeus McLurg","M",62,"3746",64,1961-09-01,"Developer II",NA,"Affluent Customer","Yes",16
"Malvin Burchill","M",62,"2810",27,1961-08-26,NA,"Property","Mass Customer","Yes",15
"Slade Semark","M",62,"1706",32,1961-08-19,NA,"Financial Services","High Net Worth","Yes",10
"Orly Ceney","F",62,"2435",69,1961-08-12,"Account Coordinator","Manufacturing","Mass Customer","No",14
"Loren Pischof","M",62,"3627",92,1961-08-12,"Teacher","Health","High Net Worth","Yes",14
"Lulu Watkiss","F",62,"2886",39,1961-08-08,"Nurse Practicioner",NA,"Mass Customer","No",14
"Arabella Delgaty","F",62,"3328",58,1961-08-06,"Food Chemist","Health","Mass Customer","No",6
"Wyatan Rogeon","M",62,"3657",95,1961-07-24,NA,NA,"High Net Worth","No",8
"Bettina Farrer","F",62,"946",16,1961-07-17,"Research Associate","Manufacturing","High Net Worth","No",12
"Garey Letrange","M",62,"2384",96,1961-07-16,"Operator","Health","High Net Worth","Yes",6
"Dimitry Kunkler","M",62,"1969",54,1961-07-06,"Teacher","IT","Mass Customer","Yes",19
"Cozmo Rylstone","M",62,"3645",47,1961-07-04,"Structural Analysis Engineer","Manufacturing","High Net Worth","No",14
"Hewe Lidgley","M",62,"903",46,1961-07-03,NA,"Financial Services","Mass Customer","No",14
"Kalil Palombi","M",62,"752",13,1961-06-27,"Speech Pathologist","Financial Services","High Net Worth","No",12
"Berkie Gimber","M",62,"3614",59,1961-06-23,"Environmental Specialist","Retail","Affluent Customer","Yes",18
"Henrie Beadman","F",62,"3588",15,1961-06-04,"Web Developer III","Health","Affluent Customer","Yes",18
"Cassie Morley","F",62,"557",67,1961-06-02,NA,"Manufacturing","Affluent Customer","Yes",18
"Alice Backson","F",62,"1292",56,1961-06-02,NA,NA,"Affluent Customer","No",20
"Kent Hatter","M",62,"3286",23,1961-06-02,"Assistant Media Planner","Entertainment","Mass Customer","No",20
"Quintus Gouldthorpe","M",62,"3300",47,1961-05-22,"Executive Secretary","Retail","Mass Customer","No",14
"Norine Antonik","F",62,"712",22,1961-05-20,NA,"IT","Mass Customer","No",14
"Josepha Finder","F",62,"3803",54,1961-05-13,"Dental Hygienist","Health","Mass Customer","Yes",11
"Ellene Scinelli","F",62,"3711",61,1961-05-04,"Associate Professor","Manufacturing","Affluent Customer","Yes",9
"Corny Millott","F",62,"2391",72,1961-04-22,"Nurse Practicioner","Health","Mass Customer","No",14
"Stillman Sackur","M",62,"1585",87,1961-04-07,"Pharmacist","Health","Mass Customer","Yes",5
"Dalli Baggally","M",62,"499",39,1961-03-15,"Budget/Accounting Analyst III","Financial Services","Affluent Customer","No",19
"Clarine Yushkin","F",62,"2732",36,1961-03-01,"Help Desk Operator","Health","Mass Customer","No",7
"Leodora Carillo","F",62,"2757",65,1961-02-18,NA,"Financial Services","Affluent Customer","No",8
"Emmy MacGibbon","F",62,"3754",74,1961-02-16,NA,"Telecommunications","Mass Customer","No",19
"Erinn Ewing","F",62,"3847",8,1961-02-12,"Analyst Programmer","Health","Mass Customer","Yes",14
"Angelia McPake","F",62,"3902",2,1961-02-11,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","No",9
"Misha Ranklin","F",62,"3974",82,1961-02-11,"Technical Writer",NA,"Affluent Customer","Yes",9
"Reba Southon","F",62,"1809",67,1961-01-26,"Programmer II","Health","Mass Customer","Yes",19
"Darcey Harberer","F",62,"478",65,1961-01-21,"Chief Design Engineer",NA,"Affluent Customer","Yes",5
"Filbert Deetlefs","M",62,"3920",90,1961-01-21,"Environmental Specialist","Telecommunications","Mass Customer","Yes",9
"Row Mawditt","F",62,"532",25,1961-01-14,"Community Outreach Specialist","Financial Services","Affluent Customer","No",19
"Cristian Theodoris","M",62,"939",53,1961-01-10,"Product Engineer","Manufacturing","Mass Customer","No",6
"Jareb Langcaster","M",62,"1826",33,1961-01-10,"Chemical Engineer","Manufacturing","High Net Worth","Yes",7
"Xymenes Sprull","M",62,"2030",3,1961-01-09,"Administrative Officer","Property","High Net Worth","No",15
"Manda Forsey","F",62,"1643",13,1961-01-07,NA,"Retail","Mass Customer","No",19
"Nomi Mallinder","F",63,"95",67,1960-12-25,"Software Engineer III","Manufacturing","Affluent Customer","Yes",8
"Bartie Hartburn","M",63,"1919",40,1960-12-23,"VP Product Management","Argiculture","Mass Customer","Yes",19
"Caesar Begbie","M",63,"2158",11,1960-12-18,"Physical Therapy Assistant","Entertainment","Mass Customer","No",6
"Armand McNish","M",63,"3729",6,1960-12-16,"Financial Analyst","Financial Services","Mass Customer","No",19
"Marty Whatford","M",63,"1785",23,1960-12-10,"Clinical Specialist","Health","Mass Customer","No",19
"Basil Brellin","M",63,"629",29,1960-12-06,"Chemical Engineer","Manufacturing","High Net Worth","No",6
"Taddeo Karlicek","M",63,"2730",15,1960-11-27,"Senior Financial Analyst","Financial Services","Mass Customer","No",11
"Cheri Hazeman","F",63,"477",32,1960-11-26,"Media Manager II","Financial Services","High Net Worth","Yes",13
"Sheridan Shaves","M",63,"1769",13,1960-11-26,NA,NA,"Mass Customer","Yes",5
"Austine Kinny","F",63,"3529",37,1960-11-23,"Structural Analysis Engineer","IT","High Net Worth","Yes",16
"Licha Lyes","F",63,"1961",10,1960-11-22,"Physical Therapy Assistant",NA,"Mass Customer","Yes",15
"Wrennie Alexandersson","F",63,"2280",93,1960-11-18,"Budget/Accounting Analyst I",NA,"Mass Customer","No",9
"Nicko Saddleton","M",63,"1287",72,1960-10-23,"Systems Administrator I","Financial Services","Mass Customer","Yes",20
"Miller Faloon","M",63,"1014",60,1960-10-14,"Senior Developer","Property","Mass Customer","Yes",8
"Hildagarde Eyrl","F",63,"1247",15,1960-10-05,"Geologist I","Entertainment","Affluent Customer","No",11
"Ezechiel Pettecrew","M",63,"956",19,1960-09-26,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",9
"Tommie Banbridge","F",63,"493",83,1960-09-13,"Electrical Engineer","Manufacturing","Mass Customer","Yes",5
"Jeth Marien","M",63,"1345",94,1960-09-11,"Senior Sales Associate","Manufacturing","Mass Customer","No",12
"Yard Spellman","M",63,"2927",49,1960-09-08,"VP Sales","Manufacturing","Affluent Customer","Yes",14
"Stoddard Giacomoni","F",63,"3316",31,1960-09-02,"Structural Analysis Engineer",NA,"Mass Customer","No",18
"Benson cornhill","M",63,"2179",15,1960-08-20,"Desktop Support Technician","Manufacturing","Mass Customer","No",17
"Dell Tremathick","F",63,"3107",98,1960-08-15,"Legal Assistant",NA,"High Net Worth","No",9
"Engracia Foulcher","F",63,"2530",63,1960-08-03,"Business Systems Development Analyst","Property","Mass Customer","Yes",18
"Idell Cole","F",63,"617",81,1960-08-01,"Director of Sales","Property","Mass Customer","No",15
"Ileana Timms","F",63,"2701",13,1960-07-28,"Dental Hygienist","Health","Affluent Customer","Yes",7
"Anet Pellitt","F",63,"1864",45,1960-07-03,"Senior Quality Engineer","Retail","Mass Customer","No",18
"Arin Nappin","M",63,"3396",18,1960-06-28,"Research Assistant I","Manufacturing","Mass Customer","Yes",9
"Wylie FitzGilbert","M",63,"3946",85,1960-06-23,NA,"Retail","High Net Worth","Yes",10
"Zaria Van der Krui","F",63,"1764",36,1960-06-21,"Desktop Support Technician",NA,"Mass Customer","Yes",10
"Vernon","M",63,"67",67,1960-06-14,"Web Developer II","Retail","Mass Customer","No",18
"Minette Worters","F",63,"73",16,1960-05-27,"Teacher",NA,"Affluent Customer","Yes",5
"Ephrem Cariss","M",63,"1979",98,1960-05-15,"Statistician III","Manufacturing","Mass Customer","Yes",11
"Cissiee Jobern","F",63,"2752",11,1960-05-10,"Sales Representative","Retail","Affluent Customer","Yes",14
"Rodd Spare","M",63,"3936",57,1960-05-04,"Paralegal","Financial Services","Affluent Customer","Yes",16
"Christopher Heining","M",63,"191",22,1960-04-27,"Help Desk Operator",NA,"Affluent Customer","Yes",6
"Gerladina Cuddon","F",63,"1682",93,1960-04-25,"Structural Engineer","Manufacturing","Affluent Customer","Yes",6
"Evanne Feechum","F",63,"412",65,1960-04-23,NA,"IT","High Net Worth","No",19
"Darrick Feake","M",63,"1473",49,1960-04-21,"VP Product Management",NA,"Mass Customer","Yes",20
"Margie Tillyer","F",63,"2072",30,1960-04-20,"Environmental Specialist","Financial Services","Mass Customer","Yes",9
"Jorrie Hanhardt","F",63,"805",48,1960-04-19,"Electrical Engineer","Manufacturing","Mass Customer","No",10
"Hilary Tregunna","F",63,"2306",98,1960-04-19,"Paralegal","Financial Services","High Net Worth","Yes",9
"Sorcha Genthner","F",63,"2048",22,1960-04-13,"Financial Advisor","Financial Services","High Net Worth","No",13
"Natale Duinbleton","M",63,"1604",51,1960-04-11,NA,"Financial Services","High Net Worth","No",20
"Darrelle Antoniewski","F",63,"125",94,1960-03-17,"Computer Systems Analyst II","Property","Mass Customer","No",16
"Neilla Castrillo","F",63,"2009",19,1960-03-16,"Staff Accountant IV","Health","Affluent Customer","Yes",19
"Conney Grouse","M",63,"2404",13,1960-03-14,"Graphic Designer","Retail","Mass Customer","No",6
"Zach Maynard","M",63,"1111",96,1960-03-04,"Director of Sales",NA,"High Net Worth","Yes",18
"Joann Clemson","F",63,"3730",85,1960-02-18,"Junior Executive","Manufacturing","Affluent Customer","No",6
"Thadeus Buxsey","M",63,"3984",74,1960-02-16,"Librarian","Entertainment","Affluent Customer","No",10
"Gene Brome","F",63,"2454",81,1960-02-13,"Senior Sales Associate","Property","Mass Customer","Yes",12
"Tibold Bonwell","M",63,"982",14,1960-02-12,"Geologist III","Health","High Net Worth","Yes",6
"Zorina Bosomworth","F",63,"702",72,1960-02-09,"Help Desk Technician",NA,"Mass Customer","No",8
"Bellina Bradberry","F",63,"1500",82,1960-01-24,NA,NA,"Mass Customer","No",9
"Urbanus Trevaskus","M",63,"2180",98,1960-01-11,"Chief Design Engineer",NA,"High Net Worth","Yes",13
"Jocelyne Pasquale","F",63,"2239",0,1960-01-11,"Associate Professor","Property","High Net Worth","Yes",8
"Earle Frisby","M",63,"3119",13,1960-01-11,NA,NA,"High Net Worth","No",19
"Suzette Surgison","F",63,"909",77,1960-01-04,"Operator",NA,"High Net Worth","Yes",8
"Melany Thorrington","F",63,"462",32,1960-01-01,NA,"Manufacturing","Affluent Customer","Yes",5
"Jewelle Pincott","F",64,"1104",82,1959-12-31,"Programmer III","Retail","Mass Customer","No",8
"Felipa Paddingdon","F",64,"3418",18,1959-12-31,"Systems Administrator IV","Health","High Net Worth","No",19
"Eberhard Shalcras","M",64,"2416",19,1959-12-29,"Office Assistant I","Health","Affluent Customer","No",16
"Phylys Neenan","F",64,"3913",11,1959-12-29,"Community Outreach Specialist","Retail","Mass Customer","Yes",6
"Kayla Falkingham","F",64,"979",42,1959-12-25,"Budget/Accounting Analyst I","Manufacturing","High Net Worth","No",12
"Raffarty Giacomoni","M",64,"814",60,1959-12-23,"Analog Circuit Design manager","Manufacturing","Mass Customer","No",14
"Worthington Penwarden","M",64,"873",37,1959-12-23,"Occupational Therapist","Health","Affluent Customer","Yes",20
"Lucila Smalls","F",64,"3738",19,1959-12-19,"Professor","Financial Services","High Net Worth","Yes",19
"Thedric Bolding","M",64,"2956",17,1959-12-16,"Quality Control Specialist","Telecommunications","Mass Customer","Yes",19
"Fidelio Dilke","M",64,"51",68,1959-12-05,"Computer Systems Analyst II","Retail","Mass Customer","No",18
"Olga Dyke","F",64,"977",65,1959-11-30,"Staff Accountant III",NA,"High Net Worth","Yes",13
"Kacey Rowbottom","F",64,"61",47,1959-11-29,"Help Desk Operator","Property","High Net Worth","No",13
"Fae Done","F",64,"2038",9,1959-11-26,"Structural Engineer","Financial Services","Mass Customer","Yes",5
"Yorker McKevany","M",64,"3079",34,1959-11-18,"Legal Assistant","Retail","Mass Customer","Yes",20
"Joann Corrigan","F",64,"3374",77,1959-11-17,"Sales Associate","Manufacturing","Mass Customer","Yes",12
"Micki Russel","F",64,"1417",12,1959-11-14,NA,"Manufacturing","High Net Worth","Yes",20
"Prentice Pearmain","M",64,"118",43,1959-11-12,"Budget/Accounting Analyst IV",NA,"High Net Worth","No",19
"Adrea Quittonden","F",64,"2145",44,1959-11-11,"Librarian","Entertainment","Affluent Customer","Yes",19
"Clovis Ortsmann","F",64,"3456",11,1959-11-08,NA,NA,"Mass Customer","Yes",12
"Corty Debell","M",64,"3075",36,1959-10-24,NA,"Entertainment","Mass Customer","Yes",16
"Vanda Donnellan","F",64,"2617",79,1959-10-20,NA,"Health","High Net Worth","No",18
"Maynord L'Episcopi","M",64,"3262",65,1959-10-14,"Product Engineer","Entertainment","Mass Customer","No",12
"Minni Hanner","F",64,"1420",14,1959-10-12,"Dental Hygienist","Health","Mass Customer","No",11
"Robbie Yakubovics","F",64,"1824",12,1959-10-12,"Safety Technician III","Manufacturing","Affluent Customer","Yes",5
"Tonnie McLinden","M",64,"1694",11,1959-10-11,NA,"IT","Mass Customer","Yes",19
"Elianora Sally","F",64,"2057",99,1959-10-04,"Accounting Assistant IV","Manufacturing","Affluent Customer","Yes",15
"Mikel McKechnie","M",64,"2099",40,1959-10-03,"Senior Cost Accountant","Financial Services","High Net Worth","Yes",19
"Saleem Meller","M",64,"565",30,1959-10-02,"Civil Engineer","Manufacturing","Mass Customer","Yes",16
"Rasla Landreth","F",64,"2231",68,1959-09-25,"Accounting Assistant II",NA,"Mass Customer","No",13
"Brigid Quigley","F",64,"3221",59,1959-09-25,"Internal Auditor","Property","High Net Worth","Yes",11
"Lethia Juanes","F",64,"2440",17,1959-09-21,"Engineer II","Manufacturing","Affluent Customer","No",8
"Stillmann Wilfling","M",64,"1232",83,1959-09-12,"Help Desk Operator","Property","Affluent Customer","No",20
"Brnaba Dighton","M",64,"1523",78,1959-09-06,"Product Engineer","Financial Services","Mass Customer","Yes",17
"Huntlee Pashba","M",64,"2150",75,1959-09-05,NA,"Retail","Affluent Customer","Yes",8
"Leslie Shotboult","M",64,"2251",68,1959-08-19,NA,"Property","High Net Worth","No",19
"Adrian Prettyjohns","M",64,"1016",0,1959-08-12,"Legal Assistant","IT","Mass Customer","Yes",17
"Natalee Bamford","F",64,"452",22,1959-08-11,"Account Coordinator","Property","Mass Customer","Yes",5
"Rosamond Sainer","F",64,"2080",15,1959-08-07,"Human Resources Assistant IV",NA,"High Net Worth","No",17
"Aretha Joscelyn","F",64,"1371",39,1959-08-02,"Design Engineer","Retail","Mass Customer","Yes",13
"Naomi Whiles","F",64,"3758",71,1959-07-30,"Recruiting Manager","Telecommunications","Mass Customer","Yes",12
"Charis Maas","F",64,"2046",3,1959-07-27,"Marketing Manager",NA,"Mass Customer","Yes",13
"Birgit Dowers","F",64,"3084",57,1959-07-16,"Staff Scientist","Financial Services","Affluent Customer","Yes",16
"Yovonnda Warrior","F",64,"1910",20,1959-07-13,"Systems Administrator I","Property","High Net Worth","Yes",14
"Daffi Sewley","F",64,"1812",20,1959-07-11,"Clinical Specialist","Health","Affluent Customer","No",14
"Bobbette Amps","F",64,"3191",29,1959-07-08,"Director of Sales","Financial Services","Affluent Customer","Yes",12
"Frank Vallerine","F",64,"1216",15,1959-06-25,"Software Test Engineer I","Telecommunications","Affluent Customer","Yes",10
"Jarib","M",64,"3480",30,1959-06-24,NA,NA,"Mass Customer","No",20
"Cybil Brombell","F",64,"3915",17,1959-06-23,"Statistician I","Financial Services","Affluent Customer","No",15
"Tiphanie Klossek","F",64,"1423",51,1959-06-17,"Project Manager","Manufacturing","Mass Customer","No",19
"Teresita Drinnan","F",64,"2051",8,1959-06-15,"Geological Engineer","Manufacturing","Affluent Customer","No",20
"Port Pancost","M",64,"330",78,1959-06-03,"Recruiting Manager","Manufacturing","High Net Worth","Yes",7
"Lotty Szubert","F",64,"2576",15,1959-05-30,"Associate Professor","Manufacturing","Mass Customer","No",13
"Free Bonniface","M",64,"1041",95,1959-05-25,NA,"Property","Affluent Customer","No",15
"Frances Mishaw","F",64,"2984",48,1959-05-23,"Payment Adjustment Coordinator","Manufacturing","Mass Customer","Yes",13
"Nevile Ecclesall","M",64,"2890",64,1959-05-17,"Speech Pathologist",NA,"Affluent Customer","Yes",20
"Filbert Evreux","M",64,"1750",14,1959-05-13,"Internal Auditor","Entertainment","Mass Customer","Yes",16
"Curr Jancey","M",64,"2220",35,1959-05-13,"Legal Assistant","Financial Services","Mass Customer","Yes",13
"Noella Firk","F",64,"2680",0,1959-05-11,"Financial Analyst","Financial Services","Mass Customer","Yes",14
"Mahmoud Batterbee","M",64,"3121",82,1959-05-11,"Data Coordiator","Manufacturing","Mass Customer","No",19
"Rosene Bullar","F",64,"3244",24,1959-05-08,"Systems Administrator I","Financial Services","Mass Customer","No",13
"Royall Terris","M",64,"1810",98,1959-05-06,"Geological Engineer","Manufacturing","High Net Worth","No",16
"Halli Littledike","F",64,"2656",80,1959-05-02,"Statistician III",NA,"Mass Customer","Yes",10
"Ave Peatt","M",64,"2358",26,1959-05-01,"Senior Sales Associate","Retail","High Net Worth","Yes",15
"Cecile MacLise","F",64,"297",33,1959-04-27,"Electrical Engineer","Manufacturing","High Net Worth","No",16
"Helga Nuzzi","F",64,"3282",8,1959-04-24,"Clinical Specialist","Health","High Net Worth","No",13
"Egan Flockhart","M",64,"3205",35,1959-04-20,"Account Executive",NA,"Mass Customer","No",20
"Ron Dilon","M",64,"3426",40,1959-04-18,"Assistant Media Planner","Entertainment","Mass Customer","No",17
"Linette Gotmann","F",64,"2229",76,1959-04-10,"Cost Accountant","Financial Services","Affluent Customer","Yes",7
"Jannelle Leist","F",64,"536",64,1959-04-07,"Recruiting Manager","Manufacturing","Affluent Customer","No",16
"Magnum Slowan","M",64,"294",39,1959-04-01,"Recruiting Manager",NA,"High Net Worth","No",5
"Merrily","F",64,"2407",24,1959-03-30,NA,"Financial Services","High Net Worth","Yes",6
"Loutitia Pinkie","F",64,"2441",52,1959-03-29,NA,"Property","High Net Worth","Yes",5
"Wainwright Succamore","M",64,"3245",86,1959-03-27,"Graphic Designer","IT","High Net Worth","No",7
"Imojean Atyeo","F",64,"2728",55,1959-03-26,"Physical Therapy Assistant","IT","High Net Worth","No",19
"Wilhelm Corteis","M",64,"2343",6,1959-03-24,"Nurse Practicioner","Argiculture","High Net Worth","Yes",5
"Dill Bampford","M",64,"3356",47,1959-03-23,"Safety Technician II","Financial Services","Mass Customer","Yes",6
"Lorinda Malpass","F",64,"2350",32,1959-03-17,"Nurse Practicioner",NA,"Mass Customer","Yes",14
"Aigneis MacKall","F",64,"1731",26,1959-03-11,"Health Coach III","Health","High Net Worth","Yes",19
"Cicely Millier","F",64,"1767",28,1959-03-10,"Software Engineer IV","Manufacturing","Affluent Customer","Yes",19
"Conny Speechley","M",64,"3822",37,1959-03-09,NA,"Manufacturing","High Net Worth","Yes",18
"Lucius Prescott","M",64,"495",91,1959-02-21,"VP Accounting","Financial Services","Mass Customer","Yes",6
"Morgun Razoux","M",64,"3279",55,1959-02-18,"Staff Scientist","Financial Services","Mass Customer","No",14
"Welby Ninnotti","M",64,"687",25,1959-02-10,"Executive Secretary","Retail","High Net Worth","Yes",5
"Gracie Kubacki","F",64,"2253",28,1959-02-08,"Office Assistant I","Manufacturing","Affluent Customer","Yes",13
"Timmie Chitty","M",64,"1510",94,1959-02-05,"Actuary","Financial Services","Mass Customer","No",18
"Jorgan Crosoer","M",64,"3835",19,1959-02-02,"Project Manager",NA,"Affluent Customer","No",16
"Constancia Akram","F",64,"2060",17,1959-01-23,"Statistician II","Financial Services","Mass Customer","No",17
"Jacinta Petrillo","F",64,"2538",13,1959-01-22,NA,NA,"High Net Worth","Yes",20
"Amory Bohler","M",64,"1875",4,1959-01-11,"Staff Scientist","Retail","High Net Worth","Yes",19
"Franz Craddy","M",64,"3024",86,1959-01-08,NA,"Health","Mass Customer","No",12
"Xever Feeley","M",64,"3233",7,1959-01-06,"Tax Accountant","Financial Services","Mass Customer","Yes",17
"Brannon Gladman","M",64,"1946",37,1959-01-04,"Systems Administrator III",NA,"Mass Customer","No",8
"Arty Mac Geaney","M",64,"2635",45,1959-01-03,"Nurse","Retail","Mass Customer","No",14
"Damien Haddeston","M",65,"2339",3,1958-12-28,"Web Designer II","Property","Affluent Customer","Yes",16
"Demetrius Youdell","M",65,"3898",91,1958-12-27,"Registered Nurse","Health","Mass Customer","No",6
"Jere Ding","F",65,"418",56,1958-12-22,NA,NA,"Mass Customer","No",6
"Tammie Fisbey","F",65,"2354",99,1958-12-19,"Product Engineer","Retail","Mass Customer","No",17
"Bjorn Simioli","M",65,"2830",39,1958-12-19,"Computer Systems Analyst II","Manufacturing","High Net Worth","No",9
"Quillan McDuffie","M",65,"1254",60,1958-12-18,"Graphic Designer","Retail","Mass Customer","Yes",5
"Gaultiero Lissenden","M",65,"2385",70,1958-12-17,"Dental Hygienist","Health","Mass Customer","No",8
"Arlin Woollacott","M",65,"3717",88,1958-12-07,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",18
"Rolfe Kellard","M",65,"205",18,1958-12-01,"Administrative Assistant II","Financial Services","Mass Customer","Yes",6
"Dulcine Gauson","F",65,"359",2,1958-11-28,"Legal Assistant","Manufacturing","Affluent Customer","Yes",6
"Cordelia Hawkeswood","F",65,"992",6,1958-11-25,NA,"Property","Mass Customer","Yes",8
"Marget Freeland","F",65,"3436",4,1958-11-22,NA,"Financial Services","Mass Customer","Yes",5
"Elvis O'Leagham","M",65,"781",80,1958-11-15,"Legal Assistant","Manufacturing","Mass Customer","No",17
"Talyah Rylatt","F",65,"195",34,1958-11-14,"Project Manager","Manufacturing","Mass Customer","No",6
"Joe Shalliker","M",65,"1183",50,1958-11-14,"Media Manager II",NA,"Affluent Customer","No",6
"Eada Narbett","F",65,"2376",84,1958-10-23,"Community Outreach Specialist",NA,"High Net Worth","Yes",12
"Myrtia","F",65,"3916",31,1958-10-17,NA,"Retail","Affluent Customer","Yes",17
"Christoforo Santus","M",65,"3080",87,1958-10-06,"Graphic Designer","Financial Services","High Net Worth","No",10
"Marya Szwandt","F",65,"1433",15,1958-09-25,"Account Coordinator","IT","Mass Customer","No",20
"Shaylynn Epsley","F",65,"1373",3,1958-09-23,"Director of Sales","Financial Services","Mass Customer","Yes",12
"Fernande Petzolt","F",65,"1608",87,1958-09-21,"Software Engineer III",NA,"Mass Customer","Yes",6
"Johnette O'Fergus","F",65,"2194",79,1958-09-10,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",11
"Ricoriki Burree","M",65,"2735",18,1958-09-06,"Associate Professor","Financial Services","High Net Worth","Yes",14
"Emelda Gerler","F",65,"1095",2,1958-08-29,"Project Manager","Health","Mass Customer","No",6
"Quintin Dublin","M",65,"1742",48,1958-08-17,"Tax Accountant",NA,"High Net Worth","No",13
"Dalli Seden","M",65,"3548",65,1958-08-02,NA,NA,"Affluent Customer","No",12
"Randene Brown","F",65,"2667",65,1958-07-17,"Product Engineer","Manufacturing","Affluent Customer","Yes",6
"Clem Leek","M",65,"420",93,1958-07-05,"Help Desk Operator","Entertainment","High Net Worth","No",7
"Jess Bollans","M",65,"1849",6,1958-07-01,NA,"Retail","Mass Customer","Yes",5
"Jeralee Domleo","F",65,"3109",75,1958-06-23,"Automation Specialist II","Health","Mass Customer","Yes",10
"Aharon Moller","M",65,"1974",67,1958-06-15,"Administrative Officer",NA,"Mass Customer","Yes",15
"Ludovico Bertot","M",65,"1199",7,1958-06-14,"VP Accounting","Financial Services","Affluent Customer","Yes",5
"Hercules Klewi","M",65,"3059",83,1958-06-09,"Accountant IV",NA,"Mass Customer","No",17
"Petrina Pollins","F",65,"1677",56,1958-05-28,"Editor","Health","Affluent Customer","Yes",16
"Kane Tixall","M",65,"85",1,1958-05-21,"Analyst Programmer",NA,"Mass Customer","No",8
"Retha Kahane","F",65,"3440",18,1958-05-15,"Senior Sales Associate","Manufacturing","Mass Customer","No",5
"Poul Dumphy","M",65,"1699",33,1958-05-08,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",8
"Lisa Odlin","F",65,"315",67,1958-04-16,"Chief Design Engineer","Manufacturing","Affluent Customer","No",12
"Hermione","F",65,"3038",45,1958-04-08,"Senior Developer",NA,"High Net Worth","No",13
"Kylie Spriggin","F",65,"1405",52,1958-04-05,"VP Product Management","Manufacturing","High Net Worth","Yes",11
