"customer_name","gender","age","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure","address","postcode","state","country","property_valuation"
"Nev Prosh","M",73,29,1950-05-08,"Environmental Tech","Health","Affluent Customer","Yes",17,"6115 Forest Crossing","2148","NSW","Australia",8
"Lucius Hatchell","M",72,37,1951-03-19,"Media Manager II","Retail","Mass Customer","Yes",14,"432 Ronald Regan Court","3782","VIC","Australia",8
"Francisca Pottage","F",66,63,1957-06-10,"Software Engineer II","IT","Mass Customer","No",8,"8600 Forster Lane","2177","NSW","Australia",9
"Farlie Brookz","M",60,62,1963-07-31,"Administrative Assistant I","Health","Mass Customer","Yes",6,"6692 Independence Way","2070","NSW","Australia",12
"Mariette","F",67,47,1956-07-05,"Programmer II","Property","Affluent Customer","Yes",17,"770 Farmco Point","2049","NSW","Australia",11
"Nanni Girodias","F",64,61,1959-01-08,NA,"Retail","High Net Worth","No",16,"74 Shopko Pass","2161","NSW","Australia",9
"Delcina Hursey","F",55,22,1968-12-26,NA,"Financial Services","Mass Customer","Yes",7,"804 Washington Point","4132","QLD","Australia",4
"Lek Pimblett","M",68,88,1955-09-29,"Product Engineer","Financial Services","Mass Customer","Yes",6,"97 Merrick Center","2460","NSW","Australia",2
"Kellyann Adshad","F",83,62,1940-06-07,NA,NA,"Mass Customer","Yes",22,"29 Tennyson Alley","2161","NSW","Australia",9
"Ewell Paulusch","M",25,31,1998-01-15,"Engineer I","Manufacturing","Mass Customer","Yes",8,"8194 Lien Street","4032","QLD","Australia",7
"Madison Lars","M",56,11,1967-01-19,"Health Coach III","Health","Mass Customer","No",19,"9503 New Castle Street","4500","QLD","Australia",9
"Ardis Taree","F",63,97,1960-04-12,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",5,"0 Emmet Trail","4128","QLD","Australia",9
"Wheeler Godsil","M",30,51,1993-09-20,"Geologist IV","Manufacturing","Affluent Customer","Yes",6,"7 Spaight Drive","2147","NSW","Australia",9
"Marissa O'Scandall","F",50,17,1973-07-13,NA,NA,"Affluent Customer","Yes",7,"45000 Randy Court","3199","VIC","Australia",7
"Terrel Keynd","M",62,30,1961-04-20,"Junior Executive","Manufacturing","Mass Customer","No",9,"65 David Pass","4221","QLD","Australia",7
"Augie Swallwell","M",84,42,1939-08-22,NA,"Property","Affluent Customer","Yes",13,"7 Golden Leaf Avenue","2400","NSW","Australia",2
"Dillon Bannister","M",78,7,1945-12-24,"Tax Accountant",NA,"Mass Customer","No",11,"43 Dayton Drive","2062","NSW","Australia",9
"Osbourn Gherardini","M",36,43,1987-05-01,NA,NA,"High Net Worth","Yes",16,"5 Dryden Road","2782","NSW","Australia",7
"Lissa Gawn","F",61,86,1962-09-21,"Legal Assistant","Health","Mass Customer","Yes",17,"14183 Iowa Center","4503","QLD","Australia",5
"Leisha McConway","F",48,3,1975-10-31,"Payment Adjustment Coordinator","Financial Services","Mass Customer","Yes",13,"95 Del Mar Court","3175","VIC","Australia",8
"Kearney Cuddehy","M",26,88,1997-05-18,"Marketing Assistant","Retail","Mass Customer","No",12,"98 Shoshone Road","4207","QLD","Australia",6
"Shellysheldon Bichard","M",69,96,1954-01-06,"Desktop Support Technician","Financial Services","Mass Customer","Yes",16,"7199 Springview Parkway","4503","QLD","Australia",5
"Reinhard Oscroft","M",73,23,1950-03-18,"Pharmacist","Health","High Net Worth","No",18,"045 Magdeline Court","3690","VIC","Australia",1
"Menard Venmore","M",45,97,1978-04-04,"Assistant Professor","Retail","High Net Worth","No",8,"5 Hoard Trail","2197","NSW","Australia",10
"Andree Breeds","F",69,31,1954-10-19,"Senior Editor","Financial Services","Affluent Customer","Yes",11,"93 Scofield Pass","3152","VIC","Australia",6
"Kata Harrop","F",73,70,1950-05-04,NA,"Retail","Affluent Customer","Yes",13,"2 Ridgeway Avenue","2196","NSW","Australia",10
"Pierrette Gummie","F",57,18,1966-08-04,"Statistician II","Retail","Affluent Customer","No",14,"29 Maple Trail","3143","VIC","Australia",8
"Nady Withinshaw","F",55,96,1968-02-17,"Database Administrator III",NA,"High Net Worth","No",8,"7 Brentwood Circle","4000","QLD","Australia",7
"Demott Mullaly","M",41,42,1982-12-15,"Help Desk Operator","Property","Mass Customer","No",13,"28 Hazelcrest Drive","2525","NSW","Australia",8
"Wendye Kleinplatz","F",27,48,1996-05-28,"Executive Secretary","Manufacturing","Affluent Customer","No",14,"01 Reindahl Circle","4132","QLD","Australia",3
"Irvin Bevans","M",61,82,1962-07-12,"Payment Adjustment Coordinator","Manufacturing","Mass Customer","No",12,"5880 Hauk Street","2046","NSW","Australia",11
"Austine Speedy","F",83,38,1940-05-23,"Software Engineer II","Argiculture","High Net Worth","Yes",14,"69 Sunfield Terrace","2558","NSW","Australia",8
"Wolf Craft","M",28,93,1995-07-19,"Database Administrator III","Retail","Affluent Customer","Yes",5,"7513 Swallow Drive","2148","NSW","Australia",9
"Aldin Newsome","M",42,24,1981-07-06,"Financial Analyst","Financial Services","Mass Customer","No",17,"058 Morningstar Center","2127","NSW","Australia",9
"Sindee Jasik","F",81,18,1942-10-21,"Social Worker","Health","Mass Customer","Yes",15,"0689 Melby Park","4030","QLD","Australia",9
"Truman Arlett","M",65,58,1958-06-25,"Technical Writer","Manufacturing","High Net Worth","Yes",16,"3 Spohn Circle","2477","NSW","Australia",5
"Gordon Rewan","M",35,42,1988-01-07,"Chief Design Engineer",NA,"Mass Customer","No",5,"91 Calypso Trail","2750","NSW","Australia",8
"Israel Brough","M",47,29,1976-10-29,NA,NA,"Mass Customer","Yes",8,"43863 Victoria Lane","2281","NSW","Australia",7
"Leticia Hovenden","F",26,98,1997-04-03,"Mechanical Systems Engineer","Retail","Mass Customer","Yes",1,"54782 Lake View Parkway","3178","VIC","Australia",9
"Caritta Compston","F",65,86,1958-04-25,"Geological Engineer","Manufacturing","Mass Customer","Yes",17,"48971 Marquette Point","3976","VIC","Australia",5
"Annabelle Hanwell","F",72,11,1951-11-28,"Professor","Manufacturing","High Net Worth","Yes",15,"99 Sherman Parkway","3083","VIC","Australia",12
"Darryl Hovee","F",79,2,1944-04-28,"Professor","Financial Services","Mass Customer","Yes",19,"381 Emmet Terrace","2047","NSW","Australia",12
"Orly Nesbitt","F",38,6,1985-03-25,"Analyst Programmer","Manufacturing","High Net Worth","Yes",14,"7 Beilfuss Road","3163","VIC","Australia",6
"Margette Gibard","F",81,34,1942-07-06,NA,"Manufacturing","Affluent Customer","Yes",9,"37068 Montana Street","2011","NSW","Australia",7
"Nobe Trowsdale","M",55,12,1968-07-12,"Community Outreach Specialist","Financial Services","Mass Customer","No",16,"36506 Bartillon Point","3816","VIC","Australia",3
"Stephen Tittershill","M",32,73,1991-12-21,"Nurse Practicioner","Financial Services","High Net Worth","No",6,"8 Scott Drive","3150","VIC","Australia",11
"Giselbert Pickring","M",64,94,1959-07-28,"Tax Accountant","Manufacturing","Affluent Customer","Yes",20,"653 2nd Park","2766","NSW","Australia",8
"Shane Diss","F",43,50,1980-10-29,NA,"Financial Services","High Net Worth","Yes",16,"22 Shelley Plaza","3198","VIC","Australia",8
"Lisette Davers","F",83,59,1940-10-26,"Developer III","Health","High Net Worth","No",17,"504 Stuart Pass","2130","NSW","Australia",11
"Kippar Whyatt","M",63,13,1960-01-21,NA,"Property","Mass Customer","No",10,"264 Valley Edge Pass","2259","NSW","Australia",7
"Xenia Maleck","F",63,41,1960-02-14,"VP Product Management","Telecommunications","Mass Customer","No",12,"5 Southridge Hill","3029","VIC","Australia",7
"Essie Withur","F",82,42,1941-02-26,"Director of Sales","Financial Services","High Net Worth","No",19,"539 Graceland Pass","3444","VIC","Australia",7
"Cecil Gant","M",47,52,1976-07-16,NA,NA,"High Net Worth","Yes",9,"22435 Barnett Court","2145","NSW","Australia",8
"Ted Izacenko","M",64,3,1959-08-01,"Librarian","Entertainment","High Net Worth","No",9,"2 Shasta Place","3130","VIC","Australia",10
"Nixie Shoesmith","F",67,45,1956-12-04,"Junior Executive","Retail","Affluent Customer","No",12,"77608 Donald Center","4516","QLD","Australia",6
"Briana Trill","F",79,5,1944-03-18,"Health Coach III","Health","High Net Worth","No",11,"0433 La Follette Road","2137","NSW","Australia",11
"Cobbie Bruyett","M",67,20,1956-03-19,"Associate Professor",NA,"Mass Customer","Yes",20,"8593 Prairie Rose Way","2500","NSW","Australia",8
"Wrennie Dwelly","F",83,23,1940-03-11,"Operator","Manufacturing","Mass Customer","No",18,"179 Carey Terrace","3020","VIC","Australia",9
"Sibylla Kibble","F",61,73,1962-08-05,"Pharmacist","Health","High Net Worth","No",12,"3 Ruskin Hill","2122","NSW","Australia",9
"Kariotta Naper","F",71,8,1952-04-07,"VP Sales","Health","Mass Customer","No",21,"87 Crescent Oaks Alley","2756","NSW","Australia",10
"Wylie Huntingdon","M",57,99,1966-08-11,"VP Quality Control","Financial Services","Mass Customer","No",15,"08822 Duke Road","2763","NSW","Australia",8
"Lizbeth Garvan","F",27,36,1996-09-06,"Structural Analysis Engineer","Health","Mass Customer","No",4,"5 Schurz Street","2141","NSW","Australia",9
"Averil Ackery","M",53,93,1970-09-09,"Sales Representative","Retail","Mass Customer","Yes",7,"344 Darwin Junction","2093","NSW","Australia",12
"Myrtie Ostrich","F",27,70,1996-06-18,"VP Quality Control","Property","Affluent Customer","Yes",9,"320 Acker Drive","2251","NSW","Australia",7
"Ross Vidgen","M",76,17,1947-12-28,"VP Sales","Retail","Affluent Customer","No",12,"2874 Bay Hill","4032","QLD","Australia",9
"Sibby Skinner","F",42,25,1981-05-05,"Accountant IV","Manufacturing","Mass Customer","Yes",12,"3 Sunbrook Alley","4178","QLD","Australia",7
"Selle Casper","F",45,98,1978-03-27,"Social Worker","Health","Mass Customer","Yes",10,"34 Jay Hill","2880","NSW","Australia",1
"Andrew Froment","M",46,58,1977-07-19,"Office Assistant IV","Retail","High Net Worth","No",7,"78 Bluestem Road","3860","VIC","Australia",2
"Maurizia Ritmeyer","F",43,95,1980-04-09,"Teacher","Entertainment","Mass Customer","Yes",3,"0 Express Lane","2142","NSW","Australia",6
"Keenan Moriarty","M",29,67,1994-12-23,"Actuary","Financial Services","Mass Customer","Yes",2,"077 Hansons Point","4075","QLD","Australia",8
"Davide Senten","M",82,22,1941-02-23,"Accounting Assistant II","Manufacturing","Mass Customer","No",11,"23737 Bartillon Street","2171","NSW","Australia",9
"Renie Fiveash","F",31,92,1992-10-10,"Occupational Therapist","Health","High Net Worth","No",16,"2 Anniversary Trail","4508","QLD","Australia",4
"Willard Booton","M",85,69,1938-09-02,NA,"Health","High Net Worth","Yes",7,"05 Ronald Regan Alley","2121","NSW","Australia",9
"Debby Balmadier","F",31,53,1992-06-24,"Administrative Assistant II","Financial Services","Affluent Customer","Yes",5,"738 Spaight Drive","3216","VIC","Australia",8
"Rockie MacKibbon","M",45,42,1978-04-20,NA,NA,"Mass Customer","Yes",13,"8 Bunker Hill Court","2298","NSW","Australia",8
"Harvey Dwelley","M",50,70,1973-08-30,"Help Desk Technician","Financial Services","Affluent Customer","No",18,"59846 2nd Pass","2077","NSW","Australia",9
"Patrice Pariss","M",69,96,1954-06-15,"VP Accounting","Financial Services","Mass Customer","No",9,"3745 Thierer Trail","4078","QLD","Australia",5
"Gardiner Gypps","M",32,91,1991-06-01,"VP Product Management","Retail","Mass Customer","Yes",13,"1 Elgar Alley","2166","NSW","Australia",9
"Cathleen Le Teve","F",73,75,1950-11-06,"Recruiting Manager",NA,"High Net Worth","No",18,"32834 Caliangt Way","4211","QLD","Australia",3
"Thaddus Joder","M",66,31,1957-12-10,NA,"Manufacturing","Mass Customer","No",7,"27185 Fisk Drive","2290","NSW","Australia",8
"Josepha Clamp","F",62,12,1961-11-03,"Marketing Manager",NA,"High Net Worth","No",12,"2 Harper Junction","2069","NSW","Australia",12
"Jillane Simion","F",49,8,1974-07-03,"VP Marketing","Manufacturing","High Net Worth","No",7,"7 Caliangt Street","4209","QLD","Australia",3
"Lynnell Shoesmith","F",42,44,1981-01-29,"Occupational Therapist","Health","High Net Worth","Yes",7,"5331 Ilene Parkway","2560","NSW","Australia",8
"Ferdinand Billie","M",58,97,1965-09-04,"Chemical Engineer","Manufacturing","Mass Customer","No",6,"660 Carey Avenue","2759","NSW","Australia",8
"Suzy Bussens","F",50,44,1973-04-29,NA,"Financial Services","Mass Customer","No",13,"25 Oneill Alley","4102","QLD","Australia",9
"Emeline Vezey","F",70,37,1953-08-07,"Dental Hygienist","Health","Affluent Customer","Yes",19,"2 Golden Leaf Parkway","3759","VIC","Australia",7
"Cissiee Baylis","F",72,99,1951-07-22,"Cost Accountant","Financial Services","High Net Worth","No",16,"18 Dottie Park","2230","NSW","Australia",11
"Roldan Raybould","M",48,27,1975-11-18,"Actuary","Financial Services","Mass Customer","No",11,"85 Badeau Pass","3158","VIC","Australia",8
"Barth Weare","M",77,18,1946-08-22,"Clinical Specialist","Health","Mass Customer","Yes",8,"784 Lotheville Court","2541","NSW","Australia",5
"Alta Pithcock","F",24,64,1999-11-18,"GIS Technical Architect","Financial Services","Mass Customer","No",2,"57568 Northview Junction","2141","NSW","Australia",7
"Marc Keunemann","M",51,57,1972-09-04,"Dental Hygienist","Health","Affluent Customer","Yes",14,"283 Golf View Lane","2747","NSW","Australia",8
"Bertine Smalles","F",40,85,1983-12-10,"VP Quality Control","Financial Services","Mass Customer","Yes",9,"7 Johnson Hill","3028","VIC","Australia",8
"Wilbert O'Loughnan","M",40,14,1983-05-18,"Paralegal","Financial Services","Mass Customer","Yes",6,"22580 Doe Crossing Drive","4055","QLD","Australia",9
"Seymour Fellibrand","M",52,28,1971-10-11,"Structural Analysis Engineer",NA,"Affluent Customer","Yes",18,"96081 Lakewood Hill","4650","QLD","Australia",2
"Miran Runchman","F",48,47,1975-07-09,"Nurse","Retail","Mass Customer","No",17,"6634 Old Gate Parkway","4304","QLD","Australia",3
"Dorotea Fenwick","F",73,74,1950-10-12,"Nurse","Financial Services","High Net Worth","No",12,"72 Lukken Crossing","2016","NSW","Australia",11
"Jenny Massy","F",60,82,1963-10-16,"Project Manager","Telecommunications","Mass Customer","Yes",10,"6 Meadow Ridge Pass","2470","NSW","Australia",2
"Hyman Petrolli","M",58,8,1965-09-09,"Senior Sales Associate",NA,"Affluent Customer","Yes",4,"290 Menomonie Circle","3782","VIC","Australia",7
"Beatrix McGivena","F",57,26,1966-10-18,"Assistant Manager","Health","Mass Customer","Yes",9,"6 Sutherland Parkway","4879","QLD","Australia",10
"Nalani Hallad","F",24,15,1999-11-30,"Environmental Specialist","Health","Affluent Customer","Yes",9,"1 Oriole Crossing","3184","VIC","Australia",9
"Inglebert Butland","M",57,71,1966-01-30,"Actuary","Financial Services","Mass Customer","Yes",7,"51837 Canary Center","2114","NSW","Australia",9
"Brendis Pineaux","M",45,12,1978-01-15,"Mechanical Systems Engineer","Manufacturing","Mass Customer","No",5,"43030 Carberry Way","2560","NSW","Australia",4
"Jaimie Lancastle","M",51,71,1972-10-23,"VP Marketing",NA,"Mass Customer","Yes",5,"0 Bay Drive","2750","NSW","Australia",8
"Glendon Malham","M",58,36,1965-08-21,"Web Designer I","Manufacturing","Mass Customer","No",17,"6 Anzinger Pass","3030","VIC","Australia",6
"Calida Schaben","F",54,54,1969-03-06,"Recruiting Manager",NA,"Mass Customer","Yes",10,"1861 Chive Court","2199","NSW","Australia",9
"Hallsy Voysey","M",53,83,1970-03-11,"Business Systems Development Analyst",NA,"Mass Customer","No",16,"9 Westerfield Point","3437","VIC","Australia",9
"Lanny Currall","M",26,37,1997-10-23,"Developer IV",NA,"High Net Worth","Yes",9,"3 Redwing Center","2209","NSW","Australia",10
"Son Varney","M",30,75,1993-11-02,"Analog Circuit Design manager","Property","Mass Customer","Yes",10,"189 Bayside Court","2480","NSW","Australia",7
"Bartram Caltun","M",67,28,1956-09-15,"Internal Auditor","Health","Affluent Customer","Yes",12,"174 Farwell Point","2121","NSW","Australia",11
"Halette Borsi","F",62,60,1961-12-10,"Research Nurse","Health","Affluent Customer","Yes",16,"356 Pennsylvania Point","2128","NSW","Australia",9
"Killie Densie","M",26,87,1997-03-28,"Environmental Tech","IT","Mass Customer","Yes",11,"62 Dryden Junction","2042","NSW","Australia",10
"Mandi Adamsson","F",31,40,1992-04-07,"Programmer Analyst I","Manufacturing","Mass Customer","Yes",5,"25 Westerfield Road","4165","QLD","Australia",5
"Kylila Basezzi","F",78,94,1945-06-11,"Assistant Manager",NA,"Mass Customer","Yes",9,"64 Armistice Point","4217","QLD","Australia",9
"Yardley Matten","M",32,35,1991-03-06,"Junior Executive","Financial Services","Mass Customer","No",15,"74 Everett Court","4408","QLD","Australia",2
"Shepperd Leonards","M",42,17,1981-04-14,"Chemical Engineer","Manufacturing","Mass Customer","Yes",5,"38 Nobel Lane","2147","NSW","Australia",9
"Hamel Curzey","M",33,11,1990-04-04,"Structural Engineer",NA,"Mass Customer","Yes",9,"6936 Homewood Avenue","4000","QLD","Australia",7
"Fancie Woofendell","F",57,68,1966-09-17,"Research Nurse","Health","Mass Customer","Yes",6,"8 Crowley Center","4212","QLD","Australia",7
"Zebulen Emtage","M",60,52,1963-09-01,"Senior Developer",NA,"High Net Worth","Yes",17,"44 Ronald Regan Parkway","4352","QLD","Australia",7
"Micheil Fleote","M",48,48,1975-09-20,"Civil Engineer","Manufacturing","High Net Worth","No",16,"174 Lotheville Crossing","2093","NSW","Australia",9
"Cecily Faircley","F",76,42,1947-06-12,"Accountant IV","IT","Affluent Customer","Yes",19,"8 Bluejay Road","4301","QLD","Australia",1
"Glory Chilcott","F",84,49,1939-09-09,NA,"Telecommunications","High Net Worth","No",9,"4286 Rowland Circle","4165","QLD","Australia",5
"Sinclair Wark","M",49,68,1974-02-21,"Financial Analyst","Financial Services","Mass Customer","Yes",11,"44 Thompson Center","2134","NSW","Australia",9
"Tomaso Horsley","M",22,97,2001-04-16,"Junior Executive","Financial Services","Mass Customer","Yes",10,"70360 Onsgard Plaza","3977","VIC","Australia",6
"Gilli Christophers","F",75,70,1948-03-02,"Database Administrator IV","Property","Affluent Customer","Yes",17,"53870 Jay Pass","4575","QLD","Australia",9
"Errick Burgin","M",25,87,1998-08-19,"Professor","Entertainment","Mass Customer","No",11,"417 Killdeer Alley","2650","NSW","Australia",2
"Damian Renard","M",47,43,1976-07-19,"Software Consultant","Retail","Affluent Customer","No",8,"28 Prentice Trail","2155","NSW","Australia",10
"Agnola Batterson","F",43,86,1980-01-03,"Physical Therapy Assistant","Financial Services","Mass Customer","No",7,"216 Bultman Park","4305","QLD","Australia",3
"Riki Wandtke","F",61,25,1962-05-12,"Librarian","Entertainment","Mass Customer","Yes",5,"435 Mitchell Street","4115","QLD","Australia",7
"Phyllis Wibberley","F",52,7,1971-01-10,"Web Designer IV","Retail","Affluent Customer","No",11,"03 Bellgrove Avenue","2066","NSW","Australia",12
"Burt Vasechkin","M",73,33,1950-04-15,"Senior Sales Associate","Retail","Mass Customer","Yes",20,"89100 Rusk Crossing","3338","VIC","Australia",2
"Trudie Phinnessy","F",63,45,1960-07-04,NA,"Financial Services","Mass Customer","Yes",15,"077 Dennis Lane","3030","VIC","Australia",9
"Frederigo Cribbott","M",58,35,1965-03-15,"Social Worker","Health","Mass Customer","No",16,"42280 Namekagon Crossing","2140","NSW","Australia",8
"Glenda Eliet","F",49,87,1974-06-17,"Quality Control Specialist",NA,"Mass Customer","No",12,"1 Fordem Way","3844","VIC","Australia",7
"Darb","M",54,80,1969-06-04,"Food Chemist","Health","Affluent Customer","No",10,"780 Bonner Pass","4034","QLD","Australia",5
"Cal Van den Velde","M",27,22,1996-03-18,"Senior Sales Associate","Financial Services","Affluent Customer","Yes",6,"77916 Moland Park","3174","VIC","Australia",6
"Stephani Sidsaff","F",50,32,1973-09-29,"Senior Quality Engineer","Financial Services","Mass Customer","Yes",6,"00 Southridge Avenue","2036","NSW","Australia",11
"Meade Bampton","M",41,69,1982-04-25,"Health Coach III","Health","High Net Worth","No",17,"7870 Stuart Crossing","2090","NSW","Australia",7
"Flore Cashen","F",45,79,1978-06-21,NA,"Health","High Net Worth","No",17,"4 Vera Pass","2640","NSW","Australia",4
"Petr Westman","M",36,5,1987-11-02,"Nurse Practicioner","Property","Mass Customer","No",7,"98454 Dapin Park","4556","QLD","Australia",7
"Yorgos Dewhurst","M",73,6,1950-09-09,"Software Consultant","Argiculture","Affluent Customer","No",16,"4 Talmadge Road","4701","QLD","Australia",1
"Simmonds Bapty","M",21,52,2002-01-04,"Junior Executive","Financial Services","Affluent Customer","No",8,"47 Susan Park","2025","NSW","Australia",12
"Hagen MacCarter","M",40,93,1983-02-08,NA,"Entertainment","Affluent Customer","Yes",15,"7 Ramsey Trail","3172","VIC","Australia",9
"Cazzie Stanwix","M",63,37,1960-10-01,"Research Assistant IV","Manufacturing","High Net Worth","Yes",11,"6026 Mallory Drive","4561","QLD","Australia",7
"Geoff Gwillym","M",24,89,1999-02-22,"Clinical Specialist","Health","Affluent Customer","No",8,"1 Eliot Plaza","2323","NSW","Australia",4
"Simonette","F",33,4,1990-04-06,"VP Product Management","Manufacturing","Affluent Customer","Yes",6,"66 Hoffman Court","2232","NSW","Australia",8
"Deirdre Sturgeon","F",58,11,1965-12-22,"VP Sales","Retail","Mass Customer","Yes",9,"7 Sycamore Terrace","2232","NSW","Australia",10
"Andrea Pendle","F",85,86,1938-08-05,NA,NA,"High Net Worth","Yes",13,"31281 Meadow Valley Way","4500","QLD","Australia",6
"Juliann Siemantel","F",76,86,1947-12-15,"Librarian","Entertainment","Mass Customer","No",22,"28 Parkside Park","3046","VIC","Australia",8
"Janaye Eade","F",39,23,1984-12-13,"Chief Design Engineer","Health","Affluent Customer","No",4,"2782 Northridge Street","2420","NSW","Australia",3
"Dylan Stranio","M",70,47,1953-04-02,"Project Manager","Manufacturing","High Net Worth","Yes",9,"3662 Beilfuss Lane","2170","NSW","Australia",8
"Mel Rochford","F",34,11,1989-07-23,"Assistant Professor","Retail","Mass Customer","Yes",4,"56334 Vera Crossing","3013","VIC","Australia",9
"Elvin Trayhorn","M",30,46,1993-06-02,"VP Accounting","Financial Services","High Net Worth","No",10,"79 Sheridan Point","2231","NSW","Australia",10
"Sonni Milligan","F",35,73,1988-03-05,"Budget/Accounting Analyst III","Retail","Mass Customer","Yes",14,"04769 Dahle Plaza","3170","VIC","Australia",9
"Kellina Haygreen","F",57,38,1966-01-19,"Librarian","Entertainment","Affluent Customer","No",18,"5731 Bunker Hill Lane","2046","NSW","Australia",10
"Yuma Dennick","M",51,40,1972-11-10,NA,"Manufacturing","Mass Customer","Yes",6,"89244 Macpherson Trail","2528","NSW","Australia",8
"Ashleigh","F",27,46,1996-04-05,"Budget/Accounting Analyst III",NA,"Mass Customer","Yes",6,"922 Utah Avenue","3204","VIC","Australia",12
"Therese Brotherhood","F",42,30,1981-07-28,"Food Chemist","Health","Mass Customer","No",10,"25044 Bay Avenue","2042","NSW","Australia",10
"Pansie Beccero","F",59,35,1964-07-07,"Software Test Engineer I","Financial Services","Affluent Customer","Yes",10,"315 Hudson Road","4818","QLD","Australia",5
"Reinaldos Simmig","M",68,55,1955-01-15,"Nurse Practicioner","Manufacturing","High Net Worth","No",8,"6112 Mariners Cove Park","3147","VIC","Australia",10
"Calhoun Mussington","M",31,98,1992-10-13,"Dental Hygienist","Health","Mass Customer","No",12,"176 Fallview Plaza","2019","NSW","Australia",9
"Winn Wells","M",29,66,1994-04-12,"Analyst Programmer","Manufacturing","Affluent Customer","No",9,"544 Pawling Road","2230","NSW","Australia",10
"Rafi Brettelle","M",67,89,1956-08-12,"Operator","Health","High Net Worth","No",6,"11 Brickson Park Alley","2166","NSW","Australia",10
"Fey","F",66,48,1957-09-04,"Research Nurse","Health","High Net Worth","Yes",11,"77 Paget Park","3147","VIC","Australia",12
"Verne Loalday","M",41,1,1982-03-20,"Marketing Assistant","IT","High Net Worth","No",7,"598 Memorial Place","2082","NSW","Australia",10
"Eleonora Wiszniewski","F",43,49,1980-04-23,"Financial Advisor","Financial Services","Affluent Customer","No",9,"6227 Quincy Terrace","4740","QLD","Australia",2
"Fayre Brannigan","F",31,32,1992-10-13,"Geological Engineer","Manufacturing","Mass Customer","Yes",9,"31351 Sunbrook Place","2234","NSW","Australia",10
"Eachelle Noirel","F",49,93,1974-01-26,"Registered Nurse","Health","Affluent Customer","Yes",11,"80 Schiller Center","2292","NSW","Australia",6
"Carl Troyes","M",50,4,1973-03-12,"Associate Professor","Property","Mass Customer","No",7,"1217 Melody Alley","3109","VIC","Australia",10
"Cordie Brankley","F",69,79,1954-09-21,"Librarian","Entertainment","High Net Worth","No",18,"46 Westerfield Place","2195","NSW","Australia",6
"Jackie Pays","M",68,21,1955-11-09,"Developer I","Health","Mass Customer","No",9,"75024 Ronald Regan Hill","2135","NSW","Australia",12
"Carroll Schlagman","F",72,61,1951-08-25,"Clinical Specialist","Health","Affluent Customer","No",13,"15 Fisk Road","2099","NSW","Australia",9
"Frans Idale","M",54,1,1969-10-03,"Nurse","Manufacturing","Mass Customer","No",10,"96 Hermina Place","4350","QLD","Australia",2
"Amara Clow","F",57,47,1966-11-17,"Biostatistician IV","Financial Services","Mass Customer","Yes",13,"99376 Namekagon Street","3101","VIC","Australia",12
"Anthony Morison","M",85,7,1938-06-08,"General Manager","Health","Mass Customer","No",12,"276 Derek Circle","2759","NSW","Australia",9
"Cherye Stanfield","F",42,0,1981-07-05,"Environmental Tech","Manufacturing","Affluent Customer","No",13,"56766 Mariners Cove Place","2256","NSW","Australia",9
"Ansell Tolhurst","M",74,77,1949-08-11,"Chemical Engineer","Manufacturing","Affluent Customer","No",22,"13 Montana Place","2232","NSW","Australia",10
"Erminie Rabidge","F",41,64,1982-03-09,NA,"Manufacturing","High Net Worth","No",17,"1969 Melody Lane","2170","NSW","Australia",8
"Rosene Beckey","F",49,25,1974-05-21,"Account Executive","Health","Mass Customer","Yes",14,"02463 Portage Center","2107","NSW","Australia",11
"Darlleen Shalcras","F",43,77,1980-09-14,"Health Coach I","Health","Mass Customer","No",11,"383 Graceland Avenue","2010","NSW","Australia",10
"Bryon Goundry","M",72,79,1951-02-05,"Marketing Manager","Manufacturing","Mass Customer","No",21,"005 Kensington Street","4165","QLD","Australia",5
"Sherwin Minocchi","M",76,71,1947-07-13,"Project Manager",NA,"Mass Customer","Yes",11,"1 Alpine Crossing","2536","NSW","Australia",8
"Luci Dyter","F",71,12,1952-05-30,"Software Test Engineer I","Manufacturing","High Net Worth","No",20,"2 Namekagon Trail","3981","VIC","Australia",7
"Sloan Pudney","M",59,83,1964-11-10,"Junior Executive","Financial Services","Affluent Customer","No",16,"6771 Pleasure Terrace","4557","QLD","Australia",9
"Otes Elegood","M",83,67,1940-11-25,"Programmer III","Financial Services","High Net Worth","No",21,"2632 Del Mar Point","2226","NSW","Australia",11
"Davie Blay","M",38,94,1985-12-19,"Financial Analyst","Financial Services","Mass Customer","No",8,"7021 5th Alley","2770","NSW","Australia",7
"Dorolice Osmon","F",62,46,1961-01-15,NA,"Financial Services","Affluent Customer","No",15,"602 Clove Center","3046","VIC","Australia",6
"Meade McReedy","F",55,94,1968-11-23,"Safety Technician IV","Financial Services","Affluent Customer","Yes",9,"04153 Johnson Point","2193","NSW","Australia",10
"Rikki Chaffey","M",78,69,1945-06-11,"Chemical Engineer","Manufacturing","Mass Customer","No",20,"9 Spohn Way","4127","QLD","Australia",1
"Adria Van den Velde","F",45,39,1978-07-10,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",9,"6030 Becker Plaza","2261","NSW","Australia",7
"Dmitri","M",32,72,1991-02-06,NA,"Financial Services","High Net Worth","Yes",15,"4 Mallory Pass","3690","VIC","Australia",4
