"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"Darby Jellett","M",57,"3706",20,"Assistant Professor","Argiculture","Affluent Customer","Yes",10
"Evaleen Pusey","F",57,"1531",20,"Administrative Assistant III","Financial Services","Mass Customer","Yes",13
"Pail","M",57,"1376",89,"Environmental Tech","Health","Mass Customer","Yes",18
"Amanda Leverington","F",57,"2542",43,"Accounting Assistant I","Property","Affluent Customer","Yes",12
"Vaughn Lambis","M",57,"229",30,"Tax Accountant","Property","High Net Worth","No",19
"Hashim Hartwell","M",57,"1757",68,"Analyst Programmer","IT","High Net Worth","No",7
"Andee Scardifeild","F",57,"1618",90,"Senior Developer","Financial Services","Mass Customer","No",19
"Ashlin Kesby","M",57,"2395",23,"Executive Secretary","Retail","High Net Worth","No",16
"Winnifred Zima","F",57,"3414",46,"Software Consultant","Financial Services","Affluent Customer","Yes",10
"Jodee Macewan","F",57,"3549",0,"Sales Representative","Retail","Mass Customer","No",7
"Goddard Tinn","M",57,"1326",15,"Biostatistician III","Health","Affluent Customer","Yes",5
"Swen Odhams","M",57,"196",90,"Programmer Analyst II","Manufacturing","High Net Worth","No",6
"Jarret","M",57,"927",25,"Cost Accountant","Financial Services","Mass Customer","Yes",18
"Marissa","F",57,"257",70,"Sales Associate","Manufacturing","Affluent Customer","Yes",19
"Arch Gaitskill","M",57,"696",57,"Programmer Analyst II","Health","Affluent Customer","Yes",6
"Malynda Tumber","F",57,"88",41,"Help Desk Operator","Property","High Net Worth","Yes",7
"Urbanus Redding","M",57,"3492",83,"Civil Engineer","Manufacturing","Mass Customer","No",19
"Raynor Olech","M",57,"2664",83,"Engineer II","Manufacturing","Mass Customer","No",15
"Francisca Whittek","F",57,"1275",70,"General Manager","Health","Mass Customer","Yes",8
"Annissa Balmforth","F",57,"541",23,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",13
"Witty McArthur","M",58,"3020",13,"Chemical Engineer","Manufacturing","High Net Worth","Yes",10
"Kaylyn Throssell","F",58,"2320",14,"Senior Developer","Manufacturing","Affluent Customer","No",16
"Tadeas Shitliff","M",58,"3661",34,"Research Associate","Manufacturing","Mass Customer","Yes",7
"Charles Carren","M",58,"1808",98,"Information Systems Manager","Retail","High Net Worth","No",17
"Derk Willingale","M",58,"3676",27,"Health Coach I","Health","Affluent Customer","No",11
"Petunia Dufton","F",58,"998",66,"Speech Pathologist","Manufacturing","Affluent Customer","Yes",5
"Crystie Fontanet","F",58,"1590",8,"Assistant Manager","Retail","Mass Customer","No",14
"Eolande Kauscher","F",58,"1924",94,"VP Product Management","Property","Mass Customer","Yes",14
"Zonnya Tolland","F",58,"1754",24,"Quality Engineer","Retail","Mass Customer","Yes",15
"Consuela O'Logan","F",58,"1440",19,"Human Resources Manager","Financial Services","High Net Worth","Yes",12
"Dillie Wilstead","M",58,"1520",95,"Media Manager II","Retail","Mass Customer","No",19
"Urbano Mews","M",58,"995",16,"Information Systems Manager","Health","Mass Customer","Yes",19
"Ring Birchall","M",58,"1693",79,"Accountant I","Health","Affluent Customer","No",4
"Tommie Midden","F",58,"1975",39,"Product Engineer","Health","Affluent Customer","No",4
"Terrel Matthisson","M",58,"926",18,"Professor","Telecommunications","Affluent Customer","No",10
"Bryn Rycraft","M",58,"3105",88,"Teacher","Health","Mass Customer","No",12
"Wilhelmina Gothup","F",58,"2268",66,"Pharmacist","Health","Mass Customer","No",19
"Mariejeanne Kelling","F",58,"3787",1,"Systems Administrator III","Manufacturing","High Net Worth","No",6
"Pennie Stoile","M",58,"265",74,"Sales Representative","Retail","High Net Worth","Yes",18
"Esmaria Lythgoe","F",58,"882",59,"Editor","Property","Mass Customer","Yes",11
"Krishna Frood","M",58,"2632",18,"Staff Scientist","Argiculture","Mass Customer","No",16
"Korella Begin","F",58,"1145",80,"Senior Quality Engineer","Property","Mass Customer","Yes",14
"Kippy Conerding","M",58,"929",0,"Database Administrator III","Financial Services","Mass Customer","Yes",13
"Gage Crossan","M",58,"725",61,"Design Engineer","Health","High Net Worth","Yes",19
"Katrinka Van der Beken","F",58,"3977",31,"Biostatistician II","Manufacturing","Mass Customer","Yes",16
"Alvera Kiddle","F",58,"2589",42,"Information Systems Manager","Health","High Net Worth","No",8
"Leupold Detoc","M",58,"1439",97,"GIS Technical Architect","Retail","Mass Customer","No",19
"Morgen Sieghart","M",58,"3796",51,"Paralegal","Financial Services","Mass Customer","Yes",9
"Sammie Uglow","M",58,"1781",63,"Data Coordiator","Health","Affluent Customer","No",17
"Marieann Wickey","F",58,"3054",94,"Operator","Manufacturing","Affluent Customer","No",16
"Heather Golsworthy","F",58,"2136",21,"Office Assistant I","Health","High Net Worth","Yes",5
"Hashim O'Leahy","M",58,"567",73,"Developer II","Financial Services","Affluent Customer","No",16
"Ebony Zini","F",58,"63",58,"Senior Quality Engineer","Retail","Mass Customer","Yes",16
"Gleda Cokely","F",58,"82",93,"Software Test Engineer III","Property","High Net Worth","No",19
"Betteanne Alldread","F",58,"3128",96,"Geological Engineer","Manufacturing","High Net Worth","Yes",16
"Kynthia Purcer","F",58,"1887",22,"Director of Sales","IT","Affluent Customer","Yes",8
"Estelle Lithgow","F",58,"2534",70,"Research Associate","Manufacturing","Affluent Customer","Yes",12
"Debbi Doohey","F",58,"333",25,"Sales Associate","Financial Services","Affluent Customer","Yes",8
"Sibylla Langmuir","F",58,"2725",20,"Senior Quality Engineer","Property","Affluent Customer","No",11
"Aurlie Bolter","F",58,"1668",75,"Financial Advisor","Financial Services","Mass Customer","No",8
"Berkly Grishinov","M",58,"347",50,"Marketing Manager","Financial Services","Mass Customer","No",9
"Tiertza Hilldrop","F",58,"2898",81,"VP Sales","Retail","Affluent Customer","Yes",5
"Josselyn Mathey","F",58,"3583",71,"Assistant Professor","Retail","Affluent Customer","No",5
"Koralle Winckles","F",58,"3334",63,"VP Product Management","Health","Mass Customer","Yes",12
"Berri Cotillard","F",58,"1067",13,"Engineer IV","Financial Services","Mass Customer","Yes",13
"Leif Woolfall","M",58,"3235",88,"Business Systems Development Analyst","Property","Affluent Customer","Yes",12
"Pen Earey","F",58,"1240",64,"Sales Associate","Manufacturing","Mass Customer","Yes",19
"Paulie Wolffers","M",58,"2892",59,"Junior Executive","Manufacturing","Affluent Customer","Yes",7
"Jarred Lyste","M",58,"3983",19,"Graphic Designer","Manufacturing","Mass Customer","Yes",9
"Khalil Pennings","M",58,"735",33,"Assistant Manager","Financial Services","Mass Customer","Yes",11
"Rancell Yven","M",58,"1234",87,"Geologist I","Retail","Mass Customer","No",17
"Willie Landsberg","M",58,"1463",53,"Chief Design Engineer","Property","High Net Worth","Yes",18
"Myrta Rentilll","F",58,"2683",81,"Biostatistician II","Manufacturing","Affluent Customer","Yes",6
"Grazia Vinson","F",58,"2109",14,"Account Representative II","Health","High Net Worth","Yes",18
"Germain De la Harpe","F",58,"865",73,"Desktop Support Technician","Telecommunications","Mass Customer","No",19
"Trisha Nisuis","F",58,"1160",98,"Speech Pathologist","IT","Affluent Customer","No",10
"Brena Amburgy","F",58,"1151",27,"VP Product Management","Argiculture","High Net Worth","Yes",19
"Barbie Gergler","F",58,"3942",82,"Administrative Officer","Manufacturing","Mass Customer","No",12
"Seth Murdie","M",58,"2665",43,"Project Manager","Telecommunications","Mass Customer","Yes",17
"Alisander Fetherstone","M",58,"2863",90,"Internal Auditor","Manufacturing","Mass Customer","No",16
"Brnaby Doughtery","M",58,"3855",89,"General Manager","Retail","Mass Customer","No",16
"Barclay Gricks","M",58,"2798",59,"Recruiter","Argiculture","High Net Worth","Yes",5
"Iosep Shaddick","M",58,"1168",44,"Pharmacist","Health","Affluent Customer","No",18
"Eben Threader","M",58,"1124",36,"Health Coach III","Health","Affluent Customer","Yes",9
"Had Gilling","M",58,"2605",50,"Marketing Manager","Health","High Net Worth","Yes",18
"Donnie Brimson","M",58,"151",36,"Marketing Manager","Manufacturing","Mass Customer","Yes",13
"Danella Lines","F",58,"2801",15,"Product Engineer","Health","Mass Customer","No",10
"Les Ellwood","M",58,"1252",46,"Recruiting Manager","Manufacturing","Mass Customer","Yes",14
"Kristyn","F",58,"1223",19,"Senior Sales Associate","Manufacturing","Mass Customer","Yes",16
"Lena Chape","F",59,"295",64,"Database Administrator II","Property","Mass Customer","Yes",18
"Genvieve Kobes","F",59,"2609",17,"Compensation Analyst","Financial Services","Mass Customer","Yes",14
"Arnie Zorn","M",59,"739",36,"Senior Editor","Manufacturing","Mass Customer","No",8
"Gradeigh Saltmarshe","M",59,"1361",56,"Professor","Manufacturing","Affluent Customer","No",19
"Berkie Croall","M",59,"1456",97,"Health Coach II","Property","Mass Customer","Yes",6
"Juli Prine","F",59,"1130",90,"Sales Associate","Manufacturing","Mass Customer","No",16
"Zared Pinchback","M",59,"3090",81,"Operator","Manufacturing","Mass Customer","No",8
"Stanton Schimoni","M",59,"2090",63,"Help Desk Technician","Financial Services","Mass Customer","Yes",17
"Corabel Todd","F",59,"3823",5,"Budget/Accounting Analyst II","Retail","Affluent Customer","No",4
"Camille Vallintine","F",59,"1902",48,"Environmental Tech","Financial Services","Mass Customer","Yes",4
"Lari Rotte","F",59,"1170",62,"Assistant Professor","IT","Mass Customer","Yes",4
"Constantin Giacobbo","M",59,"621",78,"Systems Administrator III","Financial Services","High Net Worth","No",14
"Markus Mughal","M",59,"219",9,"Database Administrator III","Health","Mass Customer","No",7
"Jobina Dudenie","F",59,"1838",14,"Business Systems Development Analyst","Financial Services","Affluent Customer","Yes",12
"Charlie MacKibbon","M",59,"1526",50,"Editor","Manufacturing","Mass Customer","Yes",19
"Elicia Normanvill","F",59,"1832",53,"Programmer Analyst III","Manufacturing","Mass Customer","Yes",12
"Rustin","M",59,"2919",47,"Safety Technician I","Financial Services","High Net Worth","Yes",8
"Carrol Gheorghie","M",59,"3229",69,"Sales Representative","Retail","High Net Worth","Yes",6
"Jana Renyard","F",59,"131",57,"Administrative Officer","Retail","High Net Worth","No",8
"Roslyn Tewkesbury.","F",59,"2590",48,"General Manager","Financial Services","Affluent Customer","Yes",11
"Jeno Brimming","M",59,"2804",61,"Nurse Practicioner","IT","Mass Customer","Yes",5
"Maura Estevez","F",59,"3452",22,"Marketing Manager","Retail","Mass Customer","No",13
"Whitney Dahle","M",59,"2027",89,"VP Product Management","Health","High Net Worth","No",10
"Concordia Mussington","F",59,"2502",6,"Structural Engineer","Manufacturing","Mass Customer","Yes",11
"Georgie Bruggen","F",59,"2141",50,"Programmer I","Financial Services","High Net Worth","Yes",4
"Margette Donaghie","F",59,"3228",36,"Social Worker","Health","Mass Customer","No",13
"Astrid Sumnall","F",59,"3237",94,"Assistant Manager","Manufacturing","Mass Customer","No",13
"Theo","F",59,"857",15,"General Manager","Financial Services","High Net Worth","No",4
"Anna-diana Kurten","F",59,"1788",79,"Account Representative IV","Financial Services","High Net Worth","Yes",10
"Jazmin Neumann","F",59,"520",66,"VP Quality Control","Financial Services","Affluent Customer","Yes",15
"Pierette O' Ronan","F",59,"3479",39,"Analog Circuit Design manager","IT","Mass Customer","No",13
"Erny Andryushin","M",59,"3818",5,"Sales Representative","Retail","Mass Customer","Yes",7
"Lindsay Beausang","M",59,"2976",16,"Tax Accountant","Health","Mass Customer","Yes",8
"Rhetta Lambrook","F",59,"2273",71,"Assistant Professor","Argiculture","Mass Customer","Yes",9
"Aldo Waistall","M",59,"746",47,"Business Systems Development Analyst","IT","Affluent Customer","Yes",17
"Gar","M",59,"139",1,"Operator","Telecommunications","Affluent Customer","No",4
"Foss Hardes","M",59,"193",13,"Recruiting Manager","Manufacturing","Mass Customer","Yes",12
"Kelly Bilyard","M",59,"2706",59,"Desktop Support Technician","Retail","Affluent Customer","No",6
"Dulcie Nealon","F",59,"3887",66,"Computer Systems Analyst IV","Financial Services","Affluent Customer","No",7
"Wake Durning","M",59,"160",5,"Registered Nurse","Health","Mass Customer","No",18
"Burtie Scintsbury","M",59,"714",12,"Geological Engineer","Manufacturing","High Net Worth","Yes",15
"Ashia Muzzi","F",59,"1633",16,"Mechanical Systems Engineer","Property","High Net Worth","Yes",14
"Gisella Scad","F",59,"1936",36,"Junior Executive","Manufacturing","Mass Customer","Yes",12
"Winfield Lampitt","M",59,"2624",37,"Community Outreach Specialist","Retail","Mass Customer","Yes",11
"Nata Ozanne","F",59,"3338",48,"Safety Technician III","Manufacturing","Mass Customer","Yes",10
"Gregg Townsend","M",59,"788",62,"Social Worker","Health","Mass Customer","No",11
"Fred Catanheira","F",59,"2991",48,"Desktop Support Technician","Financial Services","Mass Customer","No",11
"Alla Hirtzmann","F",59,"3429",37,"Administrative Assistant IV","Health","High Net Worth","No",15
"Chas Carabet","M",59,"840",94,"VP Sales","Financial Services","Affluent Customer","Yes",19
"Cara Campbell-Dunlop","F",59,"1964",60,"Mechanical Systems Engineer","Financial Services","Affluent Customer","Yes",9
"Aigneis Brignall","F",59,"2536",71,"Associate Professor","Health","Mass Customer","Yes",16
"Elizabeth Applewhaite","F",59,"1948",30,"Assistant Media Planner","Entertainment","Mass Customer","No",11
"Farrel Waiting","M",59,"1276",24,"Dental Hygienist","Health","Affluent Customer","No",4
"Shela Ridgers","F",59,"3046",53,"Programmer Analyst III","Manufacturing","Affluent Customer","No",18
"Beckie Wakeham","F",59,"3987",18,"Help Desk Technician","Argiculture","Mass Customer","No",7
"Casey McDade","M",59,"2411",0,"Technical Writer","Financial Services","High Net Worth","No",13
"Cleavland Karchowski","M",59,"3295",14,"Human Resources Assistant III","Retail","High Net Worth","Yes",9
"Emily Shackel","F",59,"2905",34,"Account Representative I","Manufacturing","Mass Customer","No",14
"Odo MacKaig","M",59,"917",63,"VP Product Management","Financial Services","Mass Customer","No",19
"Tonya Nealand","F",59,"2390",48,"Legal Assistant","Property","Mass Customer","No",12
"Justin Ragless","M",59,"1882",86,"Account Executive","Manufacturing","Affluent Customer","No",10
"Cirillo Hook","M",59,"2288",63,"Staff Scientist","Manufacturing","High Net Worth","No",8
"Andrei Mulchrone","F",59,"2267",78,"Business Systems Development Analyst","Argiculture","Affluent Customer","No",14
"Leilah Liddel","F",59,"2458",73,"Media Manager II","Manufacturing","High Net Worth","Yes",5
"Eliot Scammell","M",59,"3528",69,"Internal Auditor","Manufacturing","Mass Customer","Yes",7
"Clarie Markushkin","F",59,"3209",10,"Civil Engineer","Manufacturing","Affluent Customer","No",15
"Erastus Payley","M",59,"2684",96,"Health Coach IV","Health","Mass Customer","Yes",12
"Reinhard Jubert","M",59,"433",94,"Statistician II","Property","Affluent Customer","No",15
"Lammond MacGeffen","M",59,"771",12,"Quality Control Specialist","Property","Affluent Customer","Yes",8
"Demeter Robbeke","F",59,"1472",3,"Environmental Specialist","Financial Services","Mass Customer","No",17
"Jocelyne Darben","F",59,"2792",22,"Web Developer I","Financial Services","Mass Customer","Yes",12
"Augustus Pickin","M",59,"3430",77,"Research Nurse","Health","Affluent Customer","Yes",9
"Jeffie Eakly","M",59,"3493",30,"Research Assistant I","Health","High Net Worth","No",18
"Sascha Tander","F",59,"1564",42,"Geologist III","Retail","Mass Customer","No",16
"Fowler Scotsbrook","M",59,"3577",29,"Staff Scientist","Retail","High Net Worth","No",10
"Inger Barnham","F",59,"2658",82,"VP Marketing","Manufacturing","Mass Customer","Yes",6
"Hugh Wilce","M",59,"870",63,"Pharmacist","Health","Mass Customer","No",6
"Floris Dunkerley","F",59,"1450",23,"Statistician I","Manufacturing","Affluent Customer","No",6
"Eddie Yekel","M",59,"705",48,"Quality Engineer","Retail","High Net Worth","No",14
"Nils McGebenay","M",59,"3980",41,"Web Designer I","Manufacturing","Mass Customer","No",12
"Kristofor Saulter","M",59,"958",15,"Biostatistician IV","Health","High Net Worth","No",18
"Donovan Conry","M",59,"203",71,"Senior Quality Engineer","Argiculture","Mass Customer","Yes",11
"Maxim Chavrin","M",59,"3169",96,"Payment Adjustment Coordinator","IT","Mass Customer","Yes",19
"Fayth Millions","F",59,"2155",24,"Data Coordiator","Manufacturing","Mass Customer","No",14
"Emmett Whatsize","M",59,"2325",50,"Database Administrator IV","Retail","High Net Worth","Yes",12
"Neely Lundon","F",60,"880",11,"Internal Auditor","Health","High Net Worth","Yes",10
"Napoleon Terron","M",60,"2143",53,"Business Systems Development Analyst","Financial Services","High Net Worth","Yes",10
"Genia Bartel","F",60,"1248",31,"General Manager","Manufacturing","Affluent Customer","Yes",7
"Gretta Patrone","F",60,"1947",66,"Geologist II","Telecommunications","Affluent Customer","Yes",18
"Jaquelyn Workman","F",60,"1908",2,"Help Desk Technician","Financial Services","High Net Worth","Yes",6
"Albrecht Thomasson","M",60,"210",50,"Assistant Manager","Property","Mass Customer","No",18
"Hunt Scollard","M",60,"2660",44,"Sales Representative","Retail","High Net Worth","Yes",19
"Matilda Yellowley","F",60,"2836",80,"Clinical Specialist","Health","Mass Customer","No",16
"Chickie Gulleford","F",60,"888",62,"Accountant IV","Manufacturing","Mass Customer","No",10
"Penny Wellington","M",60,"3437",79,"VP Marketing","Retail","High Net Worth","No",12
"Gayle Gridley","F",60,"2185",40,"Human Resources Assistant II","Property","Mass Customer","No",19
"Berne Fulkes","M",60,"1950",27,"Web Developer II","Manufacturing","Affluent Customer","Yes",19
"Gunther Jackman","M",60,"588",15,"Assistant Media Planner","Entertainment","Mass Customer","No",11
"Godfrey Bottini","M",60,"2159",19,"Automation Specialist III","Manufacturing","High Net Worth","Yes",6
"Margaretha Strettle","F",60,"35",40,"Information Systems Manager","Health","High Net Worth","Yes",16
"Appolonia Oxe","F",60,"2583",34,"Human Resources Assistant I","Property","Mass Customer","No",15
"Elga McWard","F",60,"2561",44,"Junior Executive","Manufacturing","High Net Worth","Yes",15
"Ilyssa Piaggia","F",60,"3864",23,"Help Desk Technician","Manufacturing","Mass Customer","Yes",10
"Keane Moneypenny","M",60,"1544",75,"Dental Hygienist","Health","Affluent Customer","Yes",11
"Gillie Ruben","F",60,"2277",44,"Cost Accountant","Financial Services","High Net Worth","Yes",7
"Madelina Marte","F",60,"723",41,"Food Chemist","Health","Mass Customer","Yes",6
"Travis Kaszper","M",60,"3520",41,"Research Nurse","Health","Mass Customer","Yes",16
"Bendicty Juste","M",60,"3874",47,"Actuary","Financial Services","Mass Customer","No",19
"Teodora Lawling","F",60,"899",42,"Business Systems Development Analyst","Health","Affluent Customer","Yes",12
"Emylee Pavlov","F",60,"2941",38,"Sales Representative","Retail","Mass Customer","No",10
"Traci Beeckx","F",60,"3919",38,"Cost Accountant","Financial Services","High Net Worth","No",18
"Fritz Geare","M",60,"1722",52,"Cost Accountant","Financial Services","Mass Customer","No",4
"Carolan Jorez","F",60,"3973",24,"Editor","Manufacturing","High Net Worth","No",17
"Celesta Willavoys","F",60,"132",5,"Web Designer I","Manufacturing","Mass Customer","Yes",9
"Keriann Perdue","F",60,"3504",39,"Business Systems Development Analyst","Manufacturing","Mass Customer","Yes",6
"Audie Pillinger","F",60,"202",38,"Librarian","Entertainment","Affluent Customer","Yes",16
"Waring Selwyn","M",60,"2754",17,"Chief Design Engineer","Retail","Mass Customer","No",11
"Benny Crudge","M",60,"2063",55,"Clinical Specialist","Health","Affluent Customer","No",16
"Brandy Showering","M",60,"2004",16,"Nuclear Power Engineer","Manufacturing","Affluent Customer","Yes",10
"Clemence Kornas","F",60,"3634",35,"Speech Pathologist","Financial Services","High Net Worth","Yes",15
"Bobbe Lomaz","F",60,"3765",20,"Automation Specialist IV","Property","Mass Customer","No",18
"Lois Laskey","F",60,"3708",72,"Cost Accountant","Financial Services","Mass Customer","No",19
"Brita Tupie","F",60,"3003",72,"Web Developer I","Retail","Mass Customer","Yes",4
"Sharla Creebo","F",60,"1672",21,"Design Engineer","IT","Affluent Customer","Yes",9
"Dewitt Laight","M",60,"2170",27,"Geological Engineer","Manufacturing","Affluent Customer","No",6
"Hazlett Goane","M",60,"1701",11,"Tax Accountant","Manufacturing","High Net Worth","No",17
"Nevile Abraham","M",60,"273",54,"Computer Systems Analyst IV","Argiculture","Mass Customer","No",19
"Mitchel Schimek","M",60,"759",89,"Clinical Specialist","Health","High Net Worth","No",13
"Marybelle Antal","F",60,"2331",48,"Database Administrator III","Financial Services","Mass Customer","Yes",10
"Alie Sowle","F",60,"2327",19,"Budget/Accounting Analyst II","Property","Affluent Customer","No",6
"Matelda Kordas","F",60,"1804",91,"Product Engineer","Property","Affluent Customer","No",4
"Joelie Sherlaw","F",60,"3360",77,"Quality Engineer","Health","Affluent Customer","No",5
"Jonie Bickerstasse","F",60,"2926",27,"Research Nurse","Health","High Net Worth","No",12
"Nancey Hastie","F",60,"2308",52,"Paralegal","Financial Services","Mass Customer","Yes",17
"Carolina Sexty","F",60,"2186",61,"Clinical Specialist","Health","High Net Worth","No",5
"Kimberlee Soonhouse","F",60,"1983",6,"Assistant Media Planner","Entertainment","Affluent Customer","Yes",18
"Mylo Norrie","M",60,"1442",1,"Nuclear Power Engineer","Manufacturing","Affluent Customer","No",17
"Abbott Knaggs","M",60,"3189",40,"Environmental Specialist","Financial Services","Mass Customer","No",11
"Godiva Bulward","F",60,"2740",61,"Administrative Officer","Financial Services","Affluent Customer","Yes",12
"Bibby Carnson","F",60,"2841",19,"Recruiting Manager","Health","Mass Customer","No",16
"Richie Matts","M",60,"2018",80,"Senior Developer","Financial Services","Affluent Customer","No",12
"Leighton Ebbles","M",60,"1010",24,"Nurse","Financial Services","Affluent Customer","No",17
"Bryant Tordiffe","M",60,"1934",70,"Budget/Accounting Analyst IV","Financial Services","Affluent Customer","Yes",14
"Alberik Kelsey","M",60,"3415",43,"Quality Engineer","Property","High Net Worth","Yes",11
"Gar Wallis","M",61,"482",33,"Human Resources Assistant II","Health","Mass Customer","No",20
"Sibyl Bigmore","F",61,"1106",2,"Software Consultant","Retail","Mass Customer","No",15
"Marna Showers","F",61,"1639",9,"Web Designer II","Manufacturing","Mass Customer","Yes",12
"Drucill Petrus","F",61,"2910",15,"Registered Nurse","Health","Mass Customer","Yes",12
"Ronalda McGeechan","F",61,"3421",60,"Computer Systems Analyst II","Health","Affluent Customer","Yes",18
"Orlan Dunning","M",61,"3696",27,"Senior Financial Analyst","Financial Services","High Net Worth","No",15
"Deeanne Durtnell","F",61,"22",79,"Research Associate","IT","Mass Customer","No",11
"Nigel Izard","M",61,"3461",28,"Environmental Specialist","Manufacturing","Affluent Customer","Yes",17
"Star Praton","F",61,"31",3,"Staff Accountant III","Telecommunications","High Net Worth","Yes",14
"Umberto Cappineer","M",61,"2715",27,"Civil Engineer","Manufacturing","Affluent Customer","No",11
"Josie Gallemore","F",61,"2176",79,"Accountant II","Property","High Net Worth","Yes",12
"Lesley Ruskin","M",61,"3062",78,"Civil Engineer","Manufacturing","Mass Customer","No",13
"Tremain Breadon","M",61,"1704",96,"Analyst Programmer","IT","High Net Worth","No",12
"Bo Vell","M",61,"3658",15,"Assistant Media Planner","Entertainment","Mass Customer","Yes",9
"Lisette Mingardi","F",61,"2357",39,"Civil Engineer","Manufacturing","Mass Customer","No",6
"Marc Torrans","M",61,"3840",27,"Legal Assistant","Manufacturing","High Net Worth","No",5
"Ezra Steffan","M",61,"2881",71,"Associate Professor","Health","Affluent Customer","Yes",11
"Rock Vickerstaff","M",61,"2174",32,"Account Executive","Argiculture","High Net Worth","No",11
"Trudie Capper","F",61,"1822",67,"Assistant Professor","Financial Services","Mass Customer","No",9
"Brandyn Gain","M",61,"3290",22,"Speech Pathologist","Manufacturing","High Net Worth","Yes",18
"Florence Held","F",61,"524",16,"Nurse","Retail","Mass Customer","No",11
"Catie Advani","F",61,"314",27,"Marketing Assistant","Retail","High Net Worth","Yes",5
"Darcy Ilett","M",61,"3514",25,"Environmental Specialist","Health","Mass Customer","No",8
"Marcello Spenclay","M",61,"1555",60,"Tax Accountant","Health","High Net Worth","No",15
"Raquel Bamlett","F",61,"1999",6,"Nuclear Power Engineer","Manufacturing","Mass Customer","Yes",7
"Burr Lygoe","M",61,"1279",30,"Staff Accountant I","Financial Services","Mass Customer","No",20
"Concordia Lunbech","F",61,"3585",41,"Compensation Analyst","Financial Services","High Net Worth","Yes",20
"Wilie Glanton","F",61,"3788",73,"Environmental Specialist","Financial Services","Mass Customer","No",18
"Brenden Dinley","M",61,"1649",6,"Chief Design Engineer","Property","Mass Customer","No",7
"Mignonne Barwood","F",61,"3631",76,"Project Manager","IT","High Net Worth","Yes",16
"Chilton Ghirigori","M",61,"1065",8,"Quality Engineer","Financial Services","Mass Customer","Yes",8
"Lilli Hargey","F",61,"2003",80,"Statistician III","Manufacturing","High Net Worth","Yes",8
"Dominick Downey","M",61,"1123",50,"Staff Accountant IV","Property","Mass Customer","No",13
"Maurita O'Kinedy","F",61,"3982",89,"General Manager","Manufacturing","Mass Customer","Yes",12
"Mavra Padell","F",61,"3890",72,"Physical Therapy Assistant","Retail","Mass Customer","No",10
"Hamel Crosser","M",61,"2888",37,"Project Manager","IT","High Net Worth","Yes",16
"Adrianne Petrecz","F",61,"3442",17,"Research Associate","Retail","Mass Customer","Yes",14
"Ardith Portigall","F",61,"3642",39,"Nurse","Health","Affluent Customer","Yes",8
"Davon Stanyland","M",61,"1053",98,"Staff Scientist","Manufacturing","Mass Customer","Yes",8
"Sibeal Fellow","F",61,"400",86,"Financial Analyst","Financial Services","Mass Customer","No",5
"Godart Gooderick","M",61,"3600",88,"Staff Accountant II","Health","Mass Customer","No",16
"Brennan Gagen","M",61,"683",60,"Senior Quality Engineer","Manufacturing","Mass Customer","Yes",10
"Reina Drever","F",61,"1389",27,"Clinical Specialist","Health","Affluent Customer","No",15
"Zed Douris","M",61,"3551",37,"Pharmacist","Health","Mass Customer","Yes",8
"Nariko Dummigan","F",61,"1030",9,"Food Chemist","Health","Mass Customer","No",5
"Loise Mulvany","F",61,"2826",73,"Web Developer II","Argiculture","Mass Customer","No",15
"Marti Bisterfeld","F",61,"1228",43,"Senior Cost Accountant","Financial Services","Affluent Customer","No",6
"Demetris Shapcote","M",61,"3277",92,"Computer Systems Analyst I","Health","Affluent Customer","No",10
"Kimbra Gerraty","F",61,"2897",94,"Assistant Professor","Manufacturing","Affluent Customer","No",5
"Barnett Morville","M",61,"1342",14,"Senior Quality Engineer","Retail","Affluent Customer","Yes",11
"Lucho Mitie","M",61,"618",17,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",18
"Rod Inder","M",61,"8",31,"Media Manager I","Financial Services","Mass Customer","No",7
"Allis Blanche","F",61,"463",9,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",20
"Lemuel Gerram","M",61,"3714",83,"VP Sales","Manufacturing","Mass Customer","No",6
"Lisette Nesbit","F",61,"813",12,"Account Representative III","Health","Mass Customer","No",14
"Lonee Gorce","F",61,"1786",70,"Administrative Assistant III","Argiculture","High Net Worth","Yes",11
"Heath Faraday","M",61,"17",57,"Sales Associate","Financial Services","Affluent Customer","Yes",15
"Ilene Agett","F",61,"1540",53,"Mechanical Systems Engineer","Property","Mass Customer","Yes",19
"Ginnie Farriar","F",61,"1108",86,"Dental Hygienist","Health","Mass Customer","No",17
"Nalani Dummer","F",61,"3589",73,"Computer Systems Analyst II","Health","High Net Worth","No",17
"Ina Habershaw","F",61,"3378",17,"Professor","Financial Services","Affluent Customer","No",14
"Jud Purchon","M",61,"2049",21,"Assistant Professor","Manufacturing","High Net Worth","No",5
"Courtnay Allmen","M",61,"3318",37,"Graphic Designer","Manufacturing","High Net Worth","Yes",19
"Doll Benedicto","F",61,"3681",90,"Community Outreach Specialist","Property","Mass Customer","Yes",20
"Mercy Jost","F",61,"2603",44,"Nurse","Financial Services","High Net Worth","No",11
"Mordy Hedin","M",61,"3570",13,"Marketing Manager","Entertainment","Mass Customer","No",7
