"customer_name","gender","customer_id","past_3_years_bike_related_purchases","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Target","lat","lon","age_group","job_type","Median salary or wages"
"Ives Adolfson","M","2333",82,"Financial Services","Mass Customer","Yes",10,"3","Mariners Cove Terrace",3108,"VIC","Australia",10,"Low-Value",-37.7830519471631,145.126238392517,"55-64","Technical",45478
"Shirline Amar","F","2795",9,"Financial Services","Mass Customer","No",17,"4903","Hoepker Terrace",3500,"VIC","Australia",3,"Low-Value",-34.1907804168675,142.153340423591,"55-64","Administrative",42086
"Erda","F","3319",67,"Financial Services","Affluent Customer","Yes",19,"88389","Schiller Drive",3029,"VIC","Australia",7,"Mid-Value",-37.8470691418301,144.699759689208,"55-64","Technical",49240
"Evaleen Pusey","F","1531",20,"Financial Services","Mass Customer","Yes",13,"486","Clyde Gallagher Road",2170,"NSW","Australia",9,"Mid-Value",-33.9264704636,150.912612024628,"55-64","Administrative",49851
"Pail","M","1376",89,"Health","Mass Customer","Yes",18,"64201","Bonner Point",3169,"VIC","Australia",5,"Low-Value",-37.9362265282759,145.116828110295,"55-64","Other",44718
"Amanda Leverington","F","2542",43,"Property","Affluent Customer","Yes",12,"2","Larry Trail",2207,"NSW","Australia",8,"Mid-Value",-33.9346240427503,151.128902289408,"55-64","Administrative",50715
"Vaughn Lambis","M","229",30,"Property","High Net Worth","No",19,"93","Westend Terrace",2116,"NSW","Australia",10,"Mid-Value",-33.8139039475,151.035039919498,"55-64","Quantitative",52850
"Hashim Hartwell","M","1757",68,"IT","High Net Worth","No",7,"73425","Mitchell Court",4304,"QLD","Australia",3,"Low-Value",-27.6102461666667,152.801384955991,"55-64","Technical",47774
"Andee Scardifeild","F","1618",90,"Financial Services","Mass Customer","No",19,"50","Dahle Crossing",3199,"VIC","Australia",9,"Mid-Value",-38.1523235947475,145.139283061909,"55-64","Technical",48111
"Ashlin Kesby","M","2395",23,"Retail","High Net Worth","No",16,"7346","Luster Circle",4131,"QLD","Australia",5,"Low-Value",-27.66911555,153.13261309393,"55-64","Administrative",45513
"Winnifred Zima","F","3414",46,"Financial Services","Affluent Customer","Yes",10,"31414","Superior Park",2539,"NSW","Australia",7,"Low-Value",-35.3696734396226,150.435555237905,"55-64","Other",37452
"Goddard Tinn","M","1326",15,"Health","Affluent Customer","Yes",5,"38","Main Park",3188,"VIC","Australia",8,"High-Value",-37.94955365,145.020342775392,"55-64","Quantitative",57202
"Swen Odhams","M","196",90,"Manufacturing","High Net Worth","No",6,"0","Superior Drive",2747,"NSW","Australia",8,"Low-Value",-33.7552136666747,150.752381214054,"55-64","Technical",52798
"Jarret","M","927",25,"Financial Services","Mass Customer","Yes",18,"2309","Gulseth Way",3199,"VIC","Australia",8,"Low-Value",-38.1523235947475,145.139283061909,"55-64","Quantitative",48111
"Marissa","F","257",70,"Manufacturing","Affluent Customer","Yes",19,"879","Coolidge Point",2324,"NSW","Australia",5,"Low-Value",-32.7319085934959,151.838937619334,"55-64","Other",45802
"Arch Gaitskill","M","696",57,"Health","Affluent Customer","Yes",6,"650","Sachs Circle",2769,"NSW","Australia",10,"Mid-Value",-33.7059461722222,150.901315826474,"55-64","Technical",67801
"Malynda Tumber","F","88",41,"Property","High Net Worth","Yes",7,"5","Grim Center",2069,"NSW","Australia",12,"Mid-Value",-33.7812343285714,151.193985157788,"55-64","Other",59747
"Urbanus Redding","M","3492",83,"Manufacturing","Mass Customer","No",19,"2986","Holmberg Circle",3021,"VIC","Australia",9,"Low-Value",-37.7405577986842,144.798495838179,"55-64","Technical",41841
"Raynor Olech","M","2664",83,"Manufacturing","Mass Customer","No",15,"359","Briar Crest Road",2155,"NSW","Australia",10,"Low-Value",-33.6963501305118,150.933886619322,"55-64","Technical",61221
"Francisca Whittek","F","1275",70,"Health","Mass Customer","Yes",8,"0","Summerview Pass",4511,"QLD","Australia",2,"Low-Value",-26.9765522333333,153.079517139797,"55-64","Managerial",45655
"Annissa Balmforth","F","541",23,"Manufacturing","Affluent Customer","Yes",13,"8304","Derek Park",3130,"VIC","Australia",10,"Low-Value",-37.8168718255319,145.151785954685,"55-64","Technical",51064
"Witty McArthur","M","3020",13,"Manufacturing","High Net Worth","Yes",10,"2","Scott Pass",4870,"QLD","Australia",1,"High-Value",-16.9158819543093,145.756433862085,"55-64","Technical",45753
"Kaylyn Throssell","F","2320",14,"Manufacturing","Affluent Customer","No",16,"64","Macpherson Junction",2208,"NSW","Australia",11,"Mid-Value",-33.9422347978632,151.10571871566,"55-64","Technical",50340
"Charles Carren","M","1808",98,"Retail","High Net Worth","No",17,"21969","Lawn Court",2095,"NSW","Australia",9,"Mid-Value",-33.7989058731047,151.289716920062,"55-64","Managerial",63956
"Petunia Dufton","F","998",66,"Manufacturing","Affluent Customer","Yes",5,"465","Melrose Alley",2768,"NSW","Australia",9,"Low-Value",-33.7305106634615,150.931207614986,"55-64","Healthcare",59762
"Crystie Fontanet","F","1590",8,"Retail","Mass Customer","No",14,"5","Elgar Place",4132,"QLD","Australia",5,"Low-Value",-27.6726901,153.086602933715,"55-64","Managerial",45610
"Eolande Kauscher","F","1924",94,"Property","Mass Customer","Yes",14,"745","Troy Avenue",2769,"NSW","Australia",9,"Mid-Value",-33.7059461722222,150.901315826474,"55-64","Managerial",67801
"Zonnya Tolland","F","1754",24,"Retail","Mass Customer","Yes",15,"84707","Harper Circle",3114,"VIC","Australia",10,"Low-Value",-37.7781816260518,145.220744043936,"55-64","Technical",49326
"Consuela O'Logan","F","1440",19,"Financial Services","High Net Worth","Yes",12,"8999","Elmside Pass",2749,"NSW","Australia",9,"Mid-Value",-33.7156479520833,150.68557122811,"55-64","Managerial",54543
"Dillie Wilstead","M","1520",95,"Retail","Mass Customer","No",19,"22","Nelson Terrace",2190,"NSW","Australia",10,"Low-Value",-33.900851,151.055369964887,"55-64","Managerial",43352
"Urbano Mews","M","995",16,"Health","Mass Customer","Yes",19,"31369","Meadow Valley Road",4034,"QLD","Australia",5,"High-Value",-27.3585811122162,153.034066724728,"55-64","Managerial",51822
"Ring Birchall","M","1693",79,"Health","Affluent Customer","No",4,"419","2nd Center",4220,"QLD","Australia",9,"Mid-Value",-28.079773689581,153.434216980688,"55-64","Quantitative",46290
"Tommie Midden","F","1975",39,"Health","Affluent Customer","No",4,"4046","Summit Avenue",4217,"QLD","Australia",9,"Low-Value",-28.0032955533294,153.413825747227,"55-64","Technical",38906
"Terrel Matthisson","M","926",18,"Telecommunications","Affluent Customer","No",10,"9987","Stuart Alley",2766,"NSW","Australia",8,"High-Value",-33.7892942533333,150.846519931779,"55-64","Other",51936
"Bryn Rycraft","M","3105",88,"Health","Mass Customer","No",12,"146","Dakota Pass",4017,"QLD","Australia",7,"High-Value",-27.316013246057,153.048558541819,"55-64","Other",53055
"Wilhelmina Gothup","F","2268",66,"Health","Mass Customer","No",19,"9574","David Lane",3218,"VIC","Australia",8,"High-Value",-38.1370778991906,144.345386144354,"55-64","Healthcare",49276
"Pennie Stoile","M","265",74,"Retail","High Net Worth","Yes",18,"19220","Evergreen Crossing",3195,"VIC","Australia",9,"Low-Value",-38.0126813861348,145.104881110735,"55-64","Administrative",55386
"Esmaria Lythgoe","F","882",59,"Property","Mass Customer","Yes",11,"65345","Marcy Crossing",2065,"NSW","Australia",12,"Low-Value",-33.8254618310602,151.200535088518,"55-64","Other",73452
"Krishna Frood","M","2632",18,"Argiculture","Mass Customer","No",16,"688","Straubel Junction",2113,"NSW","Australia",9,"High-Value",-33.7925130242248,151.126867921555,"55-64","Quantitative",58271
"Korella Begin","F","1145",80,"Property","Mass Customer","Yes",14,"2272","Dennis Alley",3165,"VIC","Australia",10,"High-Value",-37.9242895413066,145.076978914645,"55-64","Technical",54210
"Kippy Conerding","M","929",0,"Financial Services","Mass Customer","Yes",13,"10421","Cordelia Parkway",3188,"VIC","Australia",12,"Mid-Value",-37.94955365,145.020342775392,"55-64","Technical",57202
"Gage Crossan","M","725",61,"Health","High Net Worth","Yes",19,"29639","Porter Center",4221,"QLD","Australia",8,"High-Value",-28.1192165642765,153.469528562055,"55-64","Technical",45552
"Alvera Kiddle","F","2589",42,"Health","High Net Worth","No",8,"1817","Bluejay Avenue",4218,"QLD","Australia",10,"Mid-Value",-28.0402339160577,153.427128703653,"55-64","Managerial",45250
"Leupold Detoc","M","1439",97,"Retail","Mass Customer","No",19,"223","Trailsway Parkway",2154,"NSW","Australia",10,"Low-Value",-33.7425245745204,151.006944466203,"55-64","Technical",57294
"Sammie Uglow","M","1781",63,"Health","Affluent Customer","No",17,"71776","Express Avenue",2749,"NSW","Australia",8,"High-Value",-33.7156479520833,150.68557122811,"55-64","Other",54543
"Marieann Wickey","F","3054",94,"Manufacturing","Affluent Customer","No",16,"6","Service Parkway",4275,"QLD","Australia",3,"High-Value",-28.0289921066667,153.158256792757,"55-64","Other",46809
"Heather Golsworthy","F","2136",21,"Health","High Net Worth","Yes",5,"99000","Petterle Drive",2062,"NSW","Australia",9,"High-Value",-33.8263320192983,151.211547007026,"55-64","Administrative",78604
"Hashim O'Leahy","M","567",73,"Financial Services","Affluent Customer","No",16,"4","Hansons Street",2087,"NSW","Australia",11,"Low-Value",-33.76645138,151.215357973915,"55-64","Technical",58984
"Ebony Zini","F","63",58,"Retail","Mass Customer","Yes",16,"68150","Boyd Road",2745,"NSW","Australia",9,"Low-Value",-33.8069656674243,150.688057811391,"55-64","Technical",57504
"Gleda Cokely","F","82",93,"Property","High Net Worth","No",19,"2083","Spaight Court",3977,"VIC","Australia",8,"Mid-Value",-38.0955446155503,145.266612213336,"55-64","Technical",49058
"Betteanne Alldread","F","3128",96,"Manufacturing","High Net Worth","Yes",16,"6958","Knutson Pass",3620,"VIC","Australia",1,"Low-Value",-36.3162388888889,145.046410341162,"55-64","Technical",43730
"Kynthia Purcer","F","1887",22,"IT","Affluent Customer","Yes",8,"72","Mandrake Court",3183,"VIC","Australia",9,"Low-Value",-37.8692014035714,144.995123224055,"55-64","Managerial",51931
"Estelle Lithgow","F","2534",70,"Manufacturing","Affluent Customer","Yes",12,"25","Knutson Terrace",2350,"NSW","Australia",3,"Mid-Value",-30.4996126545205,151.7045513781,"55-64","Other",43486
"Debbi Doohey","F","333",25,"Financial Services","Affluent Customer","Yes",8,"314","Northland Plaza",4213,"QLD","Australia",5,"Mid-Value",-28.1691688315587,153.288084103474,"55-64","Other",46064
"Sibylla Langmuir","F","2725",20,"Property","Affluent Customer","No",11,"8","Holmberg Street",2444,"NSW","Australia",7,"Low-Value",-31.4509541614951,152.885612911651,"55-64","Technical",43660
"Aurlie Bolter","F","1668",75,"Financial Services","Mass Customer","No",8,"4889","Tomscot Park",2093,"NSW","Australia",11,"High-Value",-33.7915116714286,151.261056984381,"55-64","Other",59976
"Berkly Grishinov","M","347",50,"Financial Services","Mass Customer","No",9,"3","Moulton Lane",2153,"NSW","Australia",9,"Mid-Value",-33.7534401900469,150.998019385312,"55-64","Managerial",59130
"Tiertza Hilldrop","F","2898",81,"Retail","Affluent Customer","Yes",5,"552","Talisman Circle",2250,"NSW","Australia",7,"Low-Value",-33.4177301953368,151.32933541699,"55-64","Managerial",48472
"Koralle Winckles","F","3334",63,"Health","Mass Customer","Yes",12,"54","Hermina Road",2000,"NSW","Australia",12,"Mid-Value",-33.869620898817,151.20726142161,"55-64","Managerial",28090
"Berri Cotillard","F","1067",13,"Financial Services","Mass Customer","Yes",13,"4044","Tennessee Parkway",2315,"NSW","Australia",9,"Low-Value",-32.7281863181818,152.144702405795,"55-64","Technical",42720
"Leif Woolfall","M","3235",88,"Property","Affluent Customer","Yes",12,"322","Garrison Way",3169,"VIC","Australia",9,"Low-Value",-37.9362265282759,145.116828110295,"55-64","Technical",44718
"Pen Earey","F","1240",64,"Manufacturing","Mass Customer","Yes",19,"92","Waubesa Center",2760,"NSW","Australia",8,"High-Value",-33.7559696774725,150.778536826156,"55-64","Other",50947
"Paulie Wolffers","M","2892",59,"Manufacturing","Affluent Customer","Yes",7,"4","Ilene Street",2145,"NSW","Australia",7,"High-Value",-33.8133842931533,150.955551059031,"55-64","Other",53591
"Khalil Pennings","M","735",33,"Financial Services","Mass Customer","Yes",11,"324","Mifflin Road",2290,"NSW","Australia",7,"Low-Value",-32.971392475641,151.697876295112,"55-64","Managerial",50288
"Rancell Yven","M","1234",87,"Retail","Mass Customer","No",17,"3765","Mandrake Alley",2763,"NSW","Australia",9,"Mid-Value",-33.7286524113636,150.898138975756,"55-64","Other",55336
"Willie Landsberg","M","1463",53,"Property","High Net Worth","Yes",18,"14179","Springs Drive",2557,"NSW","Australia",9,"Low-Value",-33.9910768,150.776811737964,"55-64","Managerial",55605
"Myrta Rentilll","F","2683",81,"Manufacturing","Affluent Customer","Yes",6,"25567","Linden Court",4564,"QLD","Australia",8,"High-Value",-26.61651885,153.088911419858,"55-64","Quantitative",43610
"Grazia Vinson","F","2109",14,"Health","High Net Worth","Yes",18,"7","Porter Parkway",2261,"NSW","Australia",8,"High-Value",-33.3532840198413,151.470188067694,"55-64","Administrative",46714
"Germain De la Harpe","F","865",73,"Telecommunications","Mass Customer","No",19,"7391","Ruskin Parkway",4356,"QLD","Australia",5,"Low-Value",-27.7178752363636,151.625975916017,"55-64","Technical",45397
"Trisha Nisuis","F","1160",98,"IT","Affluent Customer","No",10,"3","Sachs Point",2250,"NSW","Australia",7,"Low-Value",-33.4177301953368,151.32933541699,"55-64","Healthcare",48472
"Brena Amburgy","F","1151",27,"Argiculture","High Net Worth","Yes",19,"40570","Acker Alley",2166,"NSW","Australia",9,"Mid-Value",-33.8934230151607,150.939032399098,"55-64","Managerial",41342
"Seth Murdie","M","2665",43,"Telecommunications","Mass Customer","Yes",17,"4543","Service Terrace",2566,"NSW","Australia",8,"Mid-Value",-34.0245521928571,150.840027092552,"55-64","Managerial",49474
"Alisander Fetherstone","M","2863",90,"Manufacturing","Mass Customer","No",16,"69","Dexter Parkway",2460,"NSW","Australia",3,"Low-Value",-29.6724685704144,152.861638443822,"55-64","Other",42249
"Barclay Gricks","M","2798",59,"Argiculture","High Net Worth","Yes",5,"4","Rieder Drive",3064,"VIC","Australia",5,"Low-Value",-37.5844135765066,144.932992711957,"55-64","Administrative",48045
"Iosep Shaddick","M","1168",44,"Health","Affluent Customer","No",18,"42739","Moose Pass",3442,"VIC","Australia",8,"Mid-Value",-37.3266219916667,144.540852618525,"55-64","Healthcare",52704
"Eben Threader","M","1124",36,"Health","Affluent Customer","Yes",9,"355","3rd Drive",2118,"NSW","Australia",11,"Mid-Value",-33.7820597050026,151.03366811285,"55-64","Healthcare",50888
"Had Gilling","M","2605",50,"Health","High Net Worth","Yes",18,"75688","Maple Court",3618,"VIC","Australia",1,"Low-Value",-36.3720934176329,145.130986945326,"55-64","Managerial",39955
"Donnie Brimson","M","151",36,"Manufacturing","Mass Customer","Yes",13,"34457","Springview Street",2759,"NSW","Australia",9,"High-Value",-33.7992847606085,150.79264970355,"55-64","Managerial",53438
"Danella Lines","F","2801",15,"Health","Mass Customer","No",10,"9677","Hagan Lane",3212,"VIC","Australia",3,"Mid-Value",-38.0327243153253,144.409583901967,"55-64","Technical",52499
"Les Ellwood","M","1252",46,"Manufacturing","Mass Customer","Yes",14,"60320","Emmet Road",4806,"QLD","Australia",4,"High-Value",-19.9245624,147.3722545,"55-64","Managerial",43680
"Kristyn","F","1223",19,"Manufacturing","Mass Customer","Yes",16,"54","Harbort Road",2480,"NSW","Australia",7,"Mid-Value",-28.7491896334008,153.277049148567,"55-64","Other",41942
"Lena Chape","F","295",64,"Property","Mass Customer","Yes",18,"76","Graedel Street",4812,"QLD","Australia",6,"Mid-Value",-19.2828901,146.787478237118,"55-64","Technical",50000
"Genvieve Kobes","F","2609",17,"Financial Services","Mass Customer","Yes",14,"34","Colorado Pass",2287,"NSW","Australia",6,"Low-Value",-32.8938571483333,151.659698994653,"55-64","Technical",49740
"Arnie Zorn","M","739",36,"Manufacturing","Mass Customer","No",8,"8260","Jay Court",3191,"VIC","Australia",11,"High-Value",-37.9549319789062,145.015443871413,"55-64","Other",59761
"Gradeigh Saltmarshe","M","1361",56,"Manufacturing","Affluent Customer","No",19,"1","Boyd Terrace",3280,"VIC","Australia",4,"Mid-Value",-38.3800179961923,142.518440667843,"55-64","Other",42149
"Berkie Croall","M","1456",97,"Property","Mass Customer","Yes",6,"1253","Ridge Oak Center",2560,"NSW","Australia",4,"High-Value",-34.0862672238874,150.809804183538,"55-64","Healthcare",50249
"Juli Prine","F","1130",90,"Manufacturing","Mass Customer","No",16,"6","Buell Point",2062,"NSW","Australia",12,"Low-Value",-33.8263320192983,151.211547007026,"55-64","Other",78604
"Zared Pinchback","M","3090",81,"Manufacturing","Mass Customer","No",8,"98978","Nevada Circle",3020,"VIC","Australia",8,"Low-Value",-37.7827510577345,144.834366501946,"55-64","Other",43048
"Stanton Schimoni","M","2090",63,"Financial Services","Mass Customer","Yes",17,"6632","Truax Hill",2230,"NSW","Australia",9,"Low-Value",-34.0610239921569,151.148743303068,"55-64","Technical",58047
"Camille Vallintine","F","1902",48,"Financial Services","Mass Customer","Yes",4,"36866","Summit Point",3750,"VIC","Australia",9,"Mid-Value",-37.5995834464286,144.992543265614,"55-64","Other",49732
"Lari Rotte","F","1170",62,"IT","Mass Customer","Yes",4,"378","Prentice Point",4064,"QLD","Australia",9,"Mid-Value",-27.461311333961,152.999665191512,"55-64","Administrative",56657
"Constantin Giacobbo","M","621",78,"Financial Services","High Net Worth","No",14,"363","Schiller Court",2763,"NSW","Australia",7,"High-Value",-33.7286524113636,150.898138975756,"55-64","Other",55336
"Markus Mughal","M","219",9,"Health","Mass Customer","No",7,"5241","Shelley Park",2776,"NSW","Australia",8,"Mid-Value",-33.6920058357143,150.541093361507,"55-64","Technical",55469
"Jobina Dudenie","F","1838",14,"Financial Services","Affluent Customer","Yes",12,"54250","Welch Pass",3145,"VIC","Australia",11,"Mid-Value",-37.8817622359082,145.061154065059,"55-64","Technical",52972
"Charlie MacKibbon","M","1526",50,"Manufacturing","Mass Customer","Yes",19,"484","Lindbergh Street",2161,"NSW","Australia",6,"Low-Value",-33.8561219847812,150.984468580003,"55-64","Other",44650
"Elicia Normanvill","F","1832",53,"Manufacturing","Mass Customer","Yes",12,"16","Monument Place",4701,"QLD","Australia",3,"Mid-Value",-23.3478986801282,150.535229514738,"55-64","Technical",50325
"Rustin","M","2919",47,"Financial Services","High Net Worth","Yes",8,"11","Glendale Court",4121,"QLD","Australia",9,"Mid-Value",-27.5240824584058,153.057271200721,"55-64","Technical",57781
"Jana Renyard","F","131",57,"Retail","High Net Worth","No",8,"352","Forster Place",4132,"QLD","Australia",3,"Low-Value",-27.6726901,153.086602933715,"55-64","Other",45610
"Roslyn Tewkesbury.","F","2590",48,"Financial Services","Affluent Customer","Yes",11,"27","Grayhawk Alley",2102,"NSW","Australia",11,"Mid-Value",-33.6884926339286,151.295431634987,"55-64","Managerial",56748
"Jeno Brimming","M","2804",61,"IT","Mass Customer","Yes",5,"2","Elka Trail",2770,"NSW","Australia",8,"Mid-Value",-33.7571859536543,150.814152072592,"55-64","Healthcare",46224
"Maura Estevez","F","3452",22,"Retail","Mass Customer","No",13,"46","Stone Corner Avenue",2210,"NSW","Australia",10,"High-Value",-33.9503356200758,151.0572469449,"55-64","Managerial",49484
"Whitney Dahle","M","2027",89,"Health","High Net Worth","No",10,"9670","4th Point",2065,"NSW","Australia",10,"High-Value",-33.8254618310602,151.200535088518,"55-64","Managerial",73452
"Concordia Mussington","F","2502",6,"Manufacturing","Mass Customer","Yes",11,"77410","Bluejay Street",3046,"VIC","Australia",9,"High-Value",-37.710122090991,144.932195383873,"55-64","Technical",48614
"Georgie Bruggen","F","2141",50,"Financial Services","High Net Worth","Yes",4,"27","Drewry Road",2102,"NSW","Australia",10,"Low-Value",-33.6884926339286,151.295431634987,"55-64","Technical",56748
"Margette Donaghie","F","3228",36,"Health","Mass Customer","No",13,"751","Cordelia Terrace",2880,"NSW","Australia",1,"Mid-Value",-31.4160928752337,141.662222399278,"55-64","Other",48051
"Astrid Sumnall","F","3237",94,"Manufacturing","Mass Customer","No",13,"225","Dexter Crossing",2527,"NSW","Australia",8,"Low-Value",-34.5785328166667,150.774827418323,"55-64","Managerial",49401
"Theo","F","857",15,"Financial Services","High Net Worth","No",4,"18","Parkside Plaza",4122,"QLD","Australia",4,"Mid-Value",-27.5428297870176,153.090436598411,"55-64","Managerial",50528
"Anna-diana Kurten","F","1788",79,"Financial Services","High Net Worth","Yes",10,"67","Hooker Place",2380,"NSW","Australia",5,"High-Value",-32.053181855,149.058700248913,"55-64","Administrative",48762
"Jazmin Neumann","F","520",66,"Financial Services","Affluent Customer","Yes",15,"3169","Old Gate Point",2211,"NSW","Australia",9,"High-Value",-33.9540693396552,151.033460692137,"55-64","Managerial",51616
"Pierette O' Ronan","F","3479",39,"IT","Mass Customer","No",13,"416","Hayes Trail",3095,"VIC","Australia",9,"Mid-Value",-37.7072486917292,145.153346737963,"55-64","Managerial",52923
"Lindsay Beausang","M","2976",16,"Health","Mass Customer","Yes",8,"85","Kim Way",3140,"VIC","Australia",9,"High-Value",-37.7584327618243,145.350588760722,"55-64","Quantitative",47984
"Rhetta Lambrook","F","2273",71,"Argiculture","Mass Customer","Yes",9,"346","Dayton Hill",2092,"NSW","Australia",12,"High-Value",-33.7886277666667,151.246277728733,"55-64","Administrative",61624
"Aldo Waistall","M","746",47,"IT","Affluent Customer","Yes",17,"2826","Huxley Center",3137,"VIC","Australia",8,"Mid-Value",-37.8104252176471,145.315432613635,"55-64","Technical",48852
"Gar","M","139",1,"Telecommunications","Affluent Customer","No",4,"215","Lindbergh Trail",4401,"QLD","Australia",1,"High-Value",-27.3203817,151.7473377,"55-64","Other",49049
"Foss Hardes","M","193",13,"Manufacturing","Mass Customer","Yes",12,"10878","Waywood Way",4352,"QLD","Australia",7,"Mid-Value",-27.4879788431034,151.996060860696,"55-64","Managerial",51109
"Kelly Bilyard","M","2706",59,"Retail","Affluent Customer","No",6,"9304","Birchwood Junction",2070,"NSW","Australia",12,"Low-Value",-33.7736715105263,151.171963502104,"55-64","Technical",60989
"Wake Durning","M","160",5,"Health","Mass Customer","No",18,"860","Hintze Lane",2154,"NSW","Australia",11,"Low-Value",-33.7425245745204,151.006944466203,"55-64","Healthcare",57294
"Burtie Scintsbury","M","714",12,"Manufacturing","High Net Worth","Yes",15,"51","Londonderry Trail",2153,"NSW","Australia",10,"Mid-Value",-33.7534401900469,150.998019385312,"55-64","Technical",59130
"Ashia Muzzi","F","1633",16,"Property","High Net Worth","Yes",14,"46310","Raven Trail",4220,"QLD","Australia",4,"High-Value",-28.079773689581,153.434216980688,"55-64","Technical",46290
"Gisella Scad","F","1936",36,"Manufacturing","Mass Customer","Yes",12,"710","Schiller Plaza",3338,"VIC","Australia",1,"Mid-Value",-37.7260509818182,144.556293753559,"55-64","Other",49978
"Winfield Lampitt","M","2624",37,"Retail","Mass Customer","Yes",11,"8","Lake View Way",3977,"VIC","Australia",7,"Mid-Value",-38.0955446155503,145.266612213336,"55-64","Technical",49058
"Nata Ozanne","F","3338",48,"Manufacturing","Mass Customer","Yes",10,"2","Homewood Center",2775,"NSW","Australia",6,"High-Value",-33.3343926266667,150.999341135198,"55-64","Technical",46136
"Gregg Townsend","M","788",62,"Health","Mass Customer","No",11,"0","Mockingbird Junction",2141,"NSW","Australia",9,"Mid-Value",-33.861467945871,151.043922307641,"55-64","Other",42130
"Fred Catanheira","F","2991",48,"Financial Services","Mass Customer","No",11,"424","Almo Junction",2830,"NSW","Australia",4,"Mid-Value",-32.2286077673692,148.647786354522,"55-64","Technical",47520
"Alla Hirtzmann","F","3429",37,"Health","High Net Worth","No",15,"321","Glendale Center",2820,"NSW","Australia",1,"Low-Value",-32.5464238058036,148.951455835603,"55-64","Administrative",43530
"Chas Carabet","M","840",94,"Financial Services","Affluent Customer","Yes",19,"74251","Golden Leaf Lane",4413,"QLD","Australia",3,"Mid-Value",-26.7405276916667,150.625025376891,"55-64","Managerial",49813
"Cara Campbell-Dunlop","F","1964",60,"Financial Services","Affluent Customer","Yes",9,"7","Del Mar Crossing",4680,"QLD","Australia",7,"Low-Value",-23.8743616347572,151.258076945687,"55-64","Technical",59828
"Aigneis Brignall","F","2536",71,"Health","Mass Customer","Yes",16,"601","Dryden Way",2264,"NSW","Australia",7,"High-Value",-33.1054448269231,151.508599054753,"55-64","Other",46188
"Elizabeth Applewhaite","F","1948",30,"Entertainment","Mass Customer","No",11,"4415","Dwight Center",2528,"NSW","Australia",7,"Low-Value",-34.5513682047619,150.858059723846,"55-64","Administrative",45684
"Farrel Waiting","M","1276",24,"Health","Affluent Customer","No",4,"7310","Shopko Trail",4500,"QLD","Australia",8,"Low-Value",-27.3137627571681,152.981263107015,"55-64","Other",51356
"Shela Ridgers","F","3046",53,"Manufacturing","Affluent Customer","No",18,"5444","Corry Pass",2761,"NSW","Australia",8,"Low-Value",-33.7264995207921,150.850872287758,"55-64","Technical",52430
"Casey McDade","M","2411",0,"Financial Services","High Net Worth","No",13,"4006","Algoma Crossing",2041,"NSW","Australia",12,"Low-Value",-33.8537149189655,151.181740408228,"55-64","Other",77097
"Cleavland Karchowski","M","3295",14,"Retail","High Net Worth","Yes",9,"133","Quincy Avenue",3810,"VIC","Australia",4,"High-Value",-38.0746169223958,145.461281269667,"55-64","Administrative",48046
"Emily Shackel","F","2905",34,"Manufacturing","Mass Customer","No",14,"38","Thompson Plaza",2452,"NSW","Australia",5,"High-Value",-30.357219572876,153.090776311525,"55-64","Administrative",43026
"Odo MacKaig","M","917",63,"Financial Services","Mass Customer","No",19,"50","2nd Center",3188,"VIC","Australia",9,"High-Value",-37.94955365,145.020342775392,"55-64","Managerial",57202
"Tonya Nealand","F","2390",48,"Property","Mass Customer","No",12,"12651","Lake View Point",4209,"QLD","Australia",7,"Mid-Value",-27.858597384913,153.290702728754,"55-64","Administrative",47170
"Justin Ragless","M","1882",86,"Manufacturing","Affluent Customer","No",10,"9","Superior Terrace",2199,"NSW","Australia",9,"Low-Value",-33.90408827,151.024250040193,"55-64","Other",44620
"Cirillo Hook","M","2288",63,"Manufacturing","High Net Worth","No",8,"66","Talmadge Terrace",3630,"VIC","Australia",1,"Mid-Value",-36.3790836475,145.403097988586,"55-64","Quantitative",41744
"Andrei Mulchrone","F","2267",78,"Argiculture","Affluent Customer","No",14,"93","Shasta Avenue",4171,"QLD","Australia",10,"Low-Value",-27.4558730336941,153.061180881731,"55-64","Technical",64378
"Leilah Liddel","F","2458",73,"Manufacturing","High Net Worth","Yes",5,"6","Ryan Drive",2165,"NSW","Australia",10,"High-Value",-33.8678372055556,150.946312877284,"55-64","Managerial",43605
"Clarie Markushkin","F","3209",10,"Manufacturing","Affluent Customer","No",15,"182","Homewood Plaza",4053,"QLD","Australia",7,"High-Value",-27.4003306967121,152.992586381134,"55-64","Technical",56792
"Erastus Payley","M","2684",96,"Health","Mass Customer","Yes",12,"111","Hooker Avenue",4860,"QLD","Australia",2,"High-Value",-17.5234478333333,146.029141365559,"55-64","Healthcare",40410
"Reinhard Jubert","M","433",94,"Property","Affluent Customer","No",15,"9","Graceland Junction",3204,"VIC","Australia",2,"High-Value",-37.9165479583333,145.03897444773,"55-64","Quantitative",53901
"Lammond MacGeffen","M","771",12,"Property","Affluent Customer","Yes",8,"64","Milwaukee Pass",4350,"QLD","Australia",4,"Low-Value",-27.5667387088414,151.936658063843,"55-64","Technical",47616
"Demeter Robbeke","F","1472",3,"Financial Services","Mass Customer","No",17,"2","Dayton Center",2487,"NSW","Australia",9,"Mid-Value",-28.2668885928571,153.559985286082,"55-64","Technical",45043
