"customer_name","gender","age","customer_id","past_3_years_bike_related_purchases","job_title","job_industry_category","wealth_segment","owns_car","tenure","street_number","street_name","postcode","state","country","property_valuation","Recency","Frequency","Monetary","RFM_Score","Target"
"Chiarra Cops","F",40,3933,65,"Assistant Professor","Financial Services","High Net Worth","Yes",10,"730","Judy Drive",3939,"VIC","Australia",2,0,0,0,0,"Low-Value"
"Constancia Gebbe","F",40,3814,10,"VP Product Management","Financial Services","Mass Customer","Yes",11,"6011","Knutson Way",3065,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Davie Moscon","M",40,3784,56,"Analyst Programmer","Financial Services","High Net Worth","No",13,"464","Acker Way",2756,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Donavon Ainsby","M",40,3633,32,"Biostatistician III","Health","Mass Customer","No",5,"38834","Green Center",2132,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Nettie Goghin","F",40,3667,3,"Graphic Designer","Retail","Mass Customer","Yes",8,"32","Larry Way",3073,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Man Bigglestone","M",41,3767,25,"Web Developer IV","Retail","High Net Worth","No",16,"877","Corben Center",2500,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Etheline Gerretsen","F",41,3464,38,"Staff Accountant III","Financial Services","Mass Customer","Yes",4,"7","Jackson Court",2076,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Kristin Way","F",41,3928,71,"Database Administrator II","Property","Affluent Customer","Yes",6,"38","Steensland Circle",2234,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Zerk Merrien","M",41,3852,44,"Help Desk Operator","Manufacturing","Mass Customer","No",4,"56","Trailsway Street",4575,"QLD","Australia",4,0,0,0,0,"Low-Value"
"Burgess Diaper","M",41,3894,70,"Health Coach II","IT","Affluent Customer","No",10,"15","Duke Plaza",3013,"VIC","Australia",8,0,0,0,0,"Low-Value"
"Bronny Claige","M",41,3906,87,"Cost Accountant","Financial Services","High Net Worth","No",13,"32876","American Ash Avenue",2099,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Allene Pauly","F",42,3646,0,"Social Worker","Health","Mass Customer","No",4,"2809","Anderson Lane",3350,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Georges Dumbelton","M",42,3939,67,"Business Systems Development Analyst","Manufacturing","Affluent Customer","No",15,"900","Northport Point",2085,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Frans Whitecross","M",42,3922,90,"Tax Accountant","Financial Services","Mass Customer","Yes",3,"0","Southridge Drive",4311,"QLD","Australia",1,0,0,0,0,"Low-Value"
"Jayson Gasparro","M",42,3815,99,"Librarian","Entertainment","Mass Customer","Yes",5,"127","East Court",3199,"VIC","Australia",5,0,0,0,0,"Low-Value"
"Elyssa De Witt","F",42,3737,86,"Design Engineer","Manufacturing","Affluent Customer","No",8,"4178","Bartelt Parkway",2505,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Gradeigh Hothersall","M",42,3660,99,"Administrative Assistant IV","Financial Services","Mass Customer","No",7,"31","Packers Pass",2205,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Neale Lowings","M",42,3533,62,"Financial Analyst","Financial Services","Affluent Customer","Yes",8,"7547","Garrison Alley",2705,"NSW","Australia",5,0,0,0,0,"Low-Value"
"Dayna Cawthera","F",42,3903,69,"Research Assistant III","Retail","Mass Customer","Yes",17,"5","Rutledge Center",4311,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Swen McGarahan","M",42,2876,68,"General Manager","Retail","High Net Worth","No",10,"7","Bartillon Junction",2044,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Law Jore","M",42,3763,37,"Quality Control Specialist","Manufacturing","Affluent Customer","Yes",20,"1","Dixon Way",3072,"VIC","Australia",5,0,0,0,0,"Low-Value"
"Franchot Loeber","M",42,3744,57,"Financial Analyst","Financial Services","Mass Customer","Yes",9,"82583","North Hill",2528,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Morena Ayer","F",43,3800,19,"Environmental Tech","Financial Services","High Net Worth","No",15,"365","Jenifer Point",4116,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Eileen Ilchenko","F",43,3567,17,"Nurse","Financial Services","Affluent Customer","Yes",14,"22344","Reinke Pass",4225,"QLD","Australia",5,0,0,0,0,"Low-Value"
"Hall Leyfield","M",43,3910,38,"VP Sales","IT","Mass Customer","No",10,"5251","Merrick Court",3103,"VIC","Australia",8,0,0,0,0,"Low-Value"
"Gav Bonin","M",43,3560,98,"Structural Analysis Engineer","Retail","Mass Customer","Yes",7,"4","Dexter Park",4505,"QLD","Australia",2,0,0,0,0,"Low-Value"
"Cornie Hillhouse","M",43,3829,68,"Account Coordinator","Financial Services","Mass Customer","Yes",15,"9717","Main Parkway",3052,"VIC","Australia",8,0,0,0,0,"Low-Value"
"Magdaia Beardwell","F",43,3518,45,"Biostatistician I","IT","Mass Customer","Yes",8,"31331","Old Shore Crossing",2211,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Germain Tireman","M",43,3992,99,"Database Administrator IV","Manufacturing","Affluent Customer","Yes",18,"8","Randy Parkway",2209,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Oneida Olivia","F",43,3521,27,"Research Associate","Financial Services","High Net Worth","Yes",16,"92045","Magdeline Street",2101,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Maren Ruske","F",43,3820,65,"Business Systems Development Analyst","IT","Mass Customer","No",17,"394","Russell Avenue",2209,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Rania Poulter","F",44,3740,82,"Dental Hygienist","Health","Mass Customer","No",8,"88987","Dexter Park",2806,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Normand Matous","M",44,3612,27,"Database Administrator III","IT","High Net Worth","No",15,"8279","Golf View Center",3127,"VIC","Australia",12,0,0,0,0,"Low-Value"
"Perla Blakiston","F",44,3896,3,"Tax Accountant","Manufacturing","Mass Customer","Yes",13,"3","Shasta Circle",2165,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Tobin Fucher","M",44,3673,72,"Junior Executive","Manufacturing","Mass Customer","Yes",11,"1","Upham Crossing",3041,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Vin Attack","M",44,3879,74,"Payment Adjustment Coordinator","Property","High Net Worth","No",19,"2","Gerald Street",2071,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Kriste Oldall","F",44,3797,76,"Occupational Therapist","Health","Affluent Customer","Yes",4,"13","Colorado Lane",2099,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Skelly Caudell","M",44,3813,12,"Media Manager IV","IT","Mass Customer","Yes",6,"22171","Bayside Parkway",2880,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Maribelle Schaffel","F",44,3972,6,"Account Representative I","Retail","Mass Customer","No",8,"8","Dennis Crossing",3184,"VIC","Australia",11,0,0,0,0,"Low-Value"
"Tootsie Rafter","F",44,3503,53,"Financial Advisor","Financial Services","Affluent Customer","Yes",10,"8749","Menomonie Point",2122,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Abby Brownstein","F",44,3586,79,"Registered Nurse","Health","Affluent Customer","No",10,"344","Delladonna Place",2196,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Analise Asbrey","F",44,3971,2,"Desktop Support Technician","Financial Services","High Net Worth","No",16,"910","Becker Pass",2526,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Millicent Nacci","F",45,3751,44,"Environmental Specialist","Financial Services","Affluent Customer","Yes",13,"1","Algoma Trail",4213,"QLD","Australia",6,0,0,0,0,"Low-Value"
"Sascha Paolozzi","M",45,3873,32,"Compensation Analyst","Financial Services","Mass Customer","No",11,"17504","Spohn Center",2756,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Kiley Scotson","F",45,3527,77,"Senior Cost Accountant","Financial Services","High Net Worth","No",18,"55497","Warrior Alley",3123,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Cally Chaim","F",45,3925,81,"Statistician I","IT","High Net Worth","No",7,"7727","Merrick Parkway",2099,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Janine Hesey","F",45,3509,85,"Pharmacist","Health","Mass Customer","Yes",15,"4240","Prentice Plaza",3031,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Jeni Heymes","F",45,3630,16,"Tax Accountant","Property","Affluent Customer","Yes",8,"3","Florence Drive",2151,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Dwight Kinsey","M",45,3591,15,"Accountant III","Financial Services","Mass Customer","No",10,"5699","Forster Street",2346,"NSW","Australia",2,0,0,0,0,"Low-Value"
"Cinda Rounds","F",45,3825,82,"Recruiting Manager","Health","Mass Customer","No",11,"9","West Crossing",2446,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Zebedee Christal","M",45,3697,47,"Recruiting Manager","Manufacturing","Mass Customer","Yes",8,"2","Union Way",2035,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Marlow Balffye","M",45,3826,33,"Social Worker","Health","Mass Customer","No",7,"22105","Arrowood Crossing",3124,"VIC","Australia",7,0,0,0,0,"Low-Value"
"Pail Iacopini","M",45,3526,84,"General Manager","Telecommunications","High Net Worth","Yes",13,"1","Schiller Place",2774,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Cora Hince","F",45,3626,86,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",12,"4","Westridge Circle",2763,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Bernice Scotchforth","F",45,3957,4,"Business Systems Development Analyst","Retail","High Net Worth","Yes",14,"85999","Cherokee Street",2086,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Junia Napton","F",45,3615,63,"Safety Technician II","IT","Mass Customer","Yes",8,"8582","Morrow Pass",4165,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Alvan Phillput","M",45,3819,62,"Staff Accountant I","Financial Services","High Net Worth","No",3,"47855","Tomscot Parkway",2226,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Asher","M",45,3885,55,"Actuary","Financial Services","Mass Customer","Yes",8,"78","Barnett Alley",2154,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Dukie Asson","M",45,3682,94,"GIS Technical Architect","Financial Services","Mass Customer","Yes",11,"7","Killdeer Junction",4306,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Brennen Mularkey","M",45,3937,81,"Tax Accountant","Property","Mass Customer","No",12,"866","Canary Drive",2750,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Aldus Kenningley","M",45,3519,16,"Software Consultant","Manufacturing","Mass Customer","Yes",11,"51757","Weeping Birch Center",2470,"NSW","Australia",5,0,0,0,0,"Low-Value"
"Tisha Gibbings","F",45,3557,79,"Nurse","Health","Affluent Customer","No",18,"41","Northridge Road",4730,"QLD","Australia",4,0,0,0,0,"Low-Value"
"Cinnamon Batram","F",45,3941,27,"Technical Writer","Manufacturing","Mass Customer","Yes",11,"695","Anthes Crossing",4350,"QLD","Australia",2,0,0,0,0,"Low-Value"
"Lillis Dobrowolski","F",45,3967,90,"Senior Editor","Manufacturing","Affluent Customer","No",7,"41","Superior Crossing",2747,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Carolan Velez","F",45,3590,32,"Geological Engineer","Manufacturing","Mass Customer","Yes",19,"9","Clyde Gallagher Junction",2065,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Briggs Mower","M",45,3554,34,"GIS Technical Architect","IT","Mass Customer","Yes",16,"37","Summerview Park",2101,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Urbanus Fuxman","M",45,3865,49,"Professor","Manufacturing","Mass Customer","Yes",11,"3748","Lake View Lane",2590,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Lem Clamp","M",45,3695,33,"Account Coordinator","Entertainment","Affluent Customer","Yes",3,"9585","Lakeland Avenue",2147,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Waldon Digges","M",45,3878,99,"Programmer III","Manufacturing","Mass Customer","No",9,"75322","Prentice Court",3046,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Roma Finlater","M",45,3892,19,"Staff Scientist","Retail","Mass Customer","Yes",15,"2428","Sloan Circle",2763,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Conway","M",45,3927,29,"Electrical Engineer","Manufacturing","Mass Customer","Yes",7,"2","Annamark Park",2170,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Shay Rayer","M",45,3923,90,"Product Engineer","Financial Services","High Net Worth","No",16,"1","Banding Way",4218,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Pippo Cator","M",46,3662,79,"Community Outreach Specialist","Retail","Mass Customer","No",15,"15093","Hallows Pass",3930,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Christi Gilluley","F",46,3596,57,"Executive Secretary","Retail","Mass Customer","No",20,"186","Thackeray Center",3183,"VIC","Australia",11,0,0,0,0,"Low-Value"
"Alexandra Kroch","F",46,3968,99,"VP Sales","Property","High Net Worth","No",22,"721","Morrow Plaza",2069,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Arabelle Nevill","F",46,3904,15,"Sales Representative","Retail","Affluent Customer","No",7,"9","Blaine Place",3756,"VIC","Australia",4,0,0,0,0,"Low-Value"
"Randy Duligall","F",46,3745,90,"Dental Hygienist","Health","Mass Customer","Yes",20,"79","Crescent Oaks Court",2806,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Cherice Wehner","F",46,3934,38,"Sales Associate","Manufacturing","Mass Customer","Yes",16,"1269","Esch Parkway",4078,"QLD","Australia",6,0,0,0,0,"Low-Value"
"Anna Warmington","F",46,3940,9,"Sales Representative","Retail","Mass Customer","No",9,"572","Buena Vista Plaza",2111,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Kerby Nassie","M",46,3538,19,"Marketing Manager","Health","Mass Customer","No",8,"9","Tennyson Center",2198,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Shelden Rodenburg","M",46,3733,70,"Project Manager","Manufacturing","Mass Customer","No",11,"7912","Jana Lane",2194,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Benoit","M",46,3962,17,"Project Manager","Argiculture","High Net Worth","Yes",14,"67","Lakewood Gardens Circle",2506,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Margaret McSperrin","F",46,3805,52,"Software Test Engineer II","Property","Affluent Customer","No",4,"23541","Dayton Drive",2177,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Amalea Elcy","F",46,3891,61,"Staff Accountant II","Retail","High Net Worth","Yes",7,"7482","Hanson Park",2567,"NSW","Australia",5,0,0,0,0,"Low-Value"
"Randee Penchen","F",46,3969,93,"Accountant II","Manufacturing","Affluent Customer","Yes",10,"8578","Mifflin Pass",2170,"NSW","Australia",5,0,0,0,0,"Low-Value"
"Jayne Gawthrope","F",46,3649,66,"Office Assistant II","Property","Mass Customer","Yes",12,"11","Ryan Hill",2229,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Barry","M",46,3756,22,"Software Test Engineer I","Financial Services","Affluent Customer","No",10,"4","Oakridge Drive",4123,"QLD","Australia",9,0,0,0,0,"Low-Value"
"Elset","F",46,3635,51,"VP Marketing","Retail","High Net Worth","No",9,"1","Park Meadow Drive",2145,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Rosalia Skedge","F",46,3918,52,"Junior Executive","Manufacturing","High Net Worth","No",18,"42","Maryland Plaza",2486,"NSW","Australia",5,0,0,0,0,"Low-Value"
"Sophie Druhan","F",46,3812,91,"VP Product Management","Retail","Mass Customer","Yes",12,"38","Trailsway Parkway",2118,"NSW","Australia",11,0,0,0,0,"Low-Value"
"Maynard Isaq","M",46,3669,11,"Design Engineer","Manufacturing","Affluent Customer","No",18,"427","Talmadge Terrace",2486,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Kennie Baszniak","M",46,3776,46,"Recruiter","Retail","Mass Customer","Yes",19,"54285","Annamark Way",3977,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Diarmid Vearnals","M",46,3516,93,"Web Designer IV","Property","Mass Customer","Yes",15,"16","Vahlen Trail",2152,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Leupold Bernardini","M",46,3670,62,"Actuary","Financial Services","Affluent Customer","Yes",17,"587","Rieder Court",4211,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Trixi Wickes","F",46,3734,46,"Help Desk Technician","Manufacturing","Mass Customer","No",21,"534","Arrowood Trail",4212,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Talia Sidnell","F",47,3656,14,"GIS Technical Architect","Property","Mass Customer","Yes",3,"7415","Schlimgen Drive",2064,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Farra Catto","F",47,3659,76,"VP Sales","Financial Services","High Net Worth","No",10,"6","Michigan Lane",4076,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Oralle Petrello","F",47,3986,1,"Social Worker","Health","Mass Customer","No",21,"614","Burning Wood Way",2148,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Nona Tubb","F",47,3882,18,"Human Resources Assistant III","Health","Mass Customer","Yes",9,"465","Russell Court",2282,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Bram Pheasant","M",47,3566,96,"Social Worker","Health","Affluent Customer","Yes",10,"77","Green Court",2570,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Vale Starcks","F",47,3629,17,"Editor","Health","High Net Worth","No",22,"3","Westridge Avenue",2810,"NSW","Australia",5,0,0,0,0,"Low-Value"
"Cherida Whyffen","F",47,3827,10,"Programmer III","Retail","Affluent Customer","No",8,"9240","Green Avenue",3810,"VIC","Australia",5,0,0,0,0,"Low-Value"
"Shirley Siss","F",47,3686,20,"Paralegal","Financial Services","High Net Worth","Yes",15,"6468","West Park",3161,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Perry Lampert","M",47,3924,72,"Editor","Property","High Net Worth","Yes",10,"259","Union Junction",3107,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Ange Austick","F",47,3726,36,"GIS Technical Architect","Property","Mass Customer","No",19,"515","Fallview Way",2484,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Othilia Metcalf","F",47,3571,9,"Senior Sales Associate","Property","Mass Customer","Yes",3,"10","Maryland Court",3556,"VIC","Australia",2,0,0,0,0,"Low-Value"
"Bryana Vennart","F",47,3760,73,"VP Marketing","Financial Services","Mass Customer","No",18,"11","Johnson Park",3121,"VIC","Australia",11,0,0,0,0,"Low-Value"
"Bibby Goman","F",47,3807,73,"Analyst Programmer","Retail","Mass Customer","No",21,"91","Dennis Plaza",4127,"QLD","Australia",6,0,0,0,0,"Low-Value"
"Ingunna Loxston","F",47,3792,81,"VP Marketing","Financial Services","Affluent Customer","Yes",5,"9904","Oakridge Parkway",4370,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Griffith Minor","M",47,3724,24,"Biostatistician II","IT","Affluent Customer","No",9,"7650","Stone Corner Avenue",3201,"VIC","Australia",5,0,0,0,0,"Low-Value"
"Gaby Lozano","F",47,3921,93,"Mechanical Systems Engineer","Manufacturing","High Net Worth","No",10,"24167","Montana Place",2065,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Latashia","F",47,3555,96,"Programmer Analyst II","Manufacturing","Mass Customer","No",21,"3","Shasta Way",2076,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Wadsworth Ruselin","M",47,3773,44,"Accountant I","Retail","Affluent Customer","Yes",18,"1929","Crowley Drive",4034,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Fanya Gethyn","F",48,3601,85,"Junior Executive","IT","Mass Customer","No",18,"73","Hallows Circle",2558,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Rusty Iapico","M",48,3995,93,"Staff Scientist","Manufacturing","Mass Customer","Yes",14,"613","Erie Lane",2088,"NSW","Australia",12,0,0,0,0,"Low-Value"
"Timi Huson","F",48,3595,81,"Software Consultant","Retail","Mass Customer","No",6,"38834","Manufacturers Hill",2768,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Merilee Hammerson","F",48,3722,69,"Senior Developer","Retail","Mass Customer","No",7,"65885","Maple Hill",3072,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Wolfie Hoyes","M",48,3641,78,"Civil Engineer","Manufacturing","Affluent Customer","No",12,"5339","Paget Plaza",2190,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Dunn Ziem","M",48,3889,39,"General Manager","Retail","Affluent Customer","No",18,"23217","Waubesa Pass",2705,"NSW","Australia",1,0,0,0,0,"Low-Value"
"Rosalia Halgarth","F",48,3996,8,"VP Product Management","Health","Mass Customer","No",19,"0","Transport Center",3977,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Kerri Marrington","F",48,3853,91,"Accounting Assistant IV","Argiculture","Mass Customer","Yes",19,"5748","Porter Circle",4352,"QLD","Australia",8,0,0,0,0,"Low-Value"
"Mercy Donisi","F",48,3506,19,"Web Designer I","Financial Services","Mass Customer","No",15,"2","Clarendon Point",2194,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Lin Tarver","M",48,3523,33,"Software Engineer I","Financial Services","Affluent Customer","No",19,"56","Anderson Alley",2194,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Kacie Stanbrooke","F",48,3534,92,"Associate Professor","Manufacturing","Affluent Customer","Yes",3,"3605","Vidon Hill",3305,"VIC","Australia",1,0,0,0,0,"Low-Value"
"Haslett Ropars","M",48,3704,54,"Health Coach III","Health","High Net Worth","Yes",6,"51158","Mitchell Place",3747,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Ganny Dwerryhouse","M",48,3547,19,"Senior Financial Analyst","Financial Services","Affluent Customer","No",8,"71","Moulton Drive",3065,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Perl Suddaby","F",48,3542,23,"Financial Analyst","Financial Services","Mass Customer","No",10,"1","Chive Trail",4670,"QLD","Australia",2,0,0,0,0,"Low-Value"
"Ephrem Hollerin","M",48,3951,39,"Quality Control Specialist","Argiculture","Affluent Customer","Yes",9,"75251","Marquette Lane",4122,"QLD","Australia",7,0,0,0,0,"Low-Value"
"Umeko Hearfield","F",48,3621,13,"Developer IV","Health","High Net Worth","No",15,"8","Harper Center",2650,"NSW","Australia",3,0,0,0,0,"Low-Value"
"Leelah Pynner","F",48,3515,11,"Staff Scientist","Telecommunications","High Net Worth","Yes",18,"3528","Granby Circle",4825,"QLD","Australia",5,0,0,0,0,"Low-Value"
"Dietrich Geggie","M",49,3553,97,"Graphic Designer","Health","Mass Customer","No",10,"92","Mallard Court",3125,"VIC","Australia",10,0,0,0,0,"Low-Value"
"Amalie Isabell","F",49,3869,58,"Analog Circuit Design manager","Manufacturing","Affluent Customer","No",13,"6","Swallow Park",2165,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Andi Dumelow","F",49,3993,6,"Librarian","Entertainment","Mass Customer","No",10,"681","Elmside Place",3750,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Willow Rusbridge","F",49,3715,19,"Computer Systems Analyst I","Argiculture","High Net Worth","Yes",10,"25","Melvin Junction",3064,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Sharron Gaynes","F",49,3628,47,"Financial Advisor","Financial Services","Mass Customer","Yes",14,"56","Sullivan Crossing",2768,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Pippy Matysiak","F",49,3771,78,"Electrical Engineer","Manufacturing","Mass Customer","No",17,"95","East Road",2093,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Cacilie Grimoldby","F",49,3810,22,"Food Chemist","Health","Affluent Customer","No",5,"73","Debra Terrace",2141,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Eachelle Girardey","F",49,3783,61,"Compensation Analyst","Financial Services","Mass Customer","No",7,"27784","Hansons Trail",3078,"VIC","Australia",11,0,0,0,0,"Low-Value"
"Sallyann Stangoe","F",49,3710,12,"Physical Therapy Assistant","Health","Mass Customer","No",13,"5147","Kensington Pass",2204,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Dolly Scallan","F",49,3505,41,"Executive Secretary","Retail","Mass Customer","No",14,"5854","Weeping Birch Avenue",2022,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Wenonah Filgate","F",49,3545,66,"Developer II","Health","High Net Worth","No",4,"5","Bunker Hill Lane",3046,"VIC","Australia",9,0,0,0,0,"Low-Value"
"Kleon Adam","M",49,3979,67,"VP Marketing","Financial Services","Mass Customer","Yes",18,"9754","High Crossing Terrace",2148,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Waldemar Mostin","M",49,3655,82,"Physical Therapy Assistant","Retail","Mass Customer","Yes",19,"13854","Artisan Avenue",4508,"QLD","Australia",3,0,0,0,0,"Low-Value"
"Evelina Bavin","F",49,3901,98,"Marketing Manager","Argiculture","High Net Worth","No",12,"8458","Stang Parkway",2671,"NSW","Australia",2,0,0,0,0,"Low-Value"
"Jeffie Mortell","M",49,3684,13,"Food Chemist","Health","High Net Worth","Yes",4,"81","Carpenter Terrace",3321,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Anstice Dunsmuir","F",49,3701,93,"Physical Therapy Assistant","Financial Services","Affluent Customer","No",9,"792","Clyde Gallagher Trail",2120,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Megan Perrygo","F",49,3639,49,"Food Chemist","Health","High Net Worth","No",15,"71","Manley Way",2036,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Waiter Piscopello","M",50,3524,38,"Design Engineer","Financial Services","Mass Customer","Yes",18,"528","Golf View Plaza",2471,"NSW","Australia",2,0,0,0,0,"Low-Value"
"Kandace Desesquelle","F",50,3575,82,"Administrative Assistant I","IT","Affluent Customer","Yes",13,"79","Moland Junction",2795,"NSW","Australia",4,0,0,0,0,"Low-Value"
"Patrizius","M",50,3999,11,"Environmental Tech","Manufacturing","Affluent Customer","Yes",10,"1482","Hauk Trail",3064,"VIC","Australia",3,0,0,0,0,"Low-Value"
"Erik Kenneford","M",50,3530,19,"Staff Scientist","Health","High Net Worth","Yes",8,"5759","Ridge Oak Trail",2007,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Sarajane Mortimer","F",50,3832,30,"Safety Technician III","Financial Services","High Net Worth","No",9,"3","Mandrake Parkway",2118,"NSW","Australia",9,0,0,0,0,"Low-Value"
"Mathew Seid","M",50,3691,73,"Environmental Tech","Retail","Affluent Customer","No",11,"47566","Old Gate Avenue",3064,"VIC","Australia",6,0,0,0,0,"Low-Value"
"Dulcy Wormleighton","F",50,3938,25,"Account Executive","Financial Services","High Net Worth","Yes",9,"20","Dwight Junction",2768,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Zarla Seyers","F",50,3761,87,"Biostatistician II","Telecommunications","Mass Customer","Yes",13,"5","Atwood Crossing",2321,"NSW","Australia",3,0,0,0,0,"Low-Value"
"Kelvin Oldford","M",50,3703,37,"Teacher","Property","Affluent Customer","No",9,"36","Service Lane",2750,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Elijah Drillot","M",50,3782,12,"Environmental Specialist","Financial Services","Mass Customer","No",11,"934","Dwight Park",2280,"NSW","Australia",7,0,0,0,0,"Low-Value"
"Janel Daice","F",50,3569,24,"Senior Editor","Health","Affluent Customer","No",12,"3","Becker Drive",2566,"NSW","Australia",8,0,0,0,0,"Low-Value"
"Conway Surgen","M",50,3608,86,"Nurse Practicioner","Argiculture","High Net Worth","No",8,"154","Heffernan Trail",2038,"NSW","Australia",10,0,0,0,0,"Low-Value"
"Urbain Sinnock","M",50,3944,28,"Engineer III","IT","Affluent Customer","No",3,"81","Monument Avenue",2126,"NSW","Australia",12,0,0,0,0,"Low-Value"
